youtube_channel_id,youtube_url,channel_name,source_channelId,band,subscriber_count,video_count,view_count,last_upload_date,upload_frequency_30d,content_type_primary
GOOBIBA02,https://www.youtube.com/@GOOBIBA02,구비바,269edc95873a1ec9fc534851c0783d1f,target,166,367,,2025-11-15,0,full_vod
