channel_name,channelId,channel_url,platform,follower,categories,is_general_game,is_virtual,peak_max,peak_p95,peak_median,peak_recent_median,avg_median,avg_recent_median,stream_hours,ts_weeks,band,final_include,cohort_role,is_overlap
도비두비두밥,70a6585a98d1a6b4cbf60092c3e33899,https://chzzk.naver.com/live/70a6585a98d1a6b4cbf60092c3e33899,naverchzzk,641.0,이스케이프 프롬 타르코프,True,unknown,30.0,23.0,16.0,11.0,7.0,7.0,74.6,131.0,21-30,False,peer_T1,False
까복치,20d19963026340fda85111db5fa7fb99,https://chzzk.naver.com/live/20d19963026340fda85111db5fa7fb99,naverchzzk,636.0,세븐 데이즈 투 다이,True,unknown,25.0,21.0,14.0,11.0,7.0,6.0,89.4,141.0,16-20,False,peer_T1,True
에루마린,dd4eee47b162f6dfbe64d72edd93cc83,https://chzzk.naver.com/live/dd4eee47b162f6dfbe64d72edd93cc83,naverchzzk,181.0,오버워치,True,unknown,20.0,15.6,10.0,11.0,6.0,7.0,99.7,55.0,16-20,False,peer_T1,False
Janet의 고전게임오락실,7f7b97b684180a696163bc62be7bbb93,https://chzzk.naver.com/live/7f7b97b684180a696163bc62be7bbb93,naverchzzk,141.0,로스트아크,True,unknown,23.0,19.0,14.0,11.0,8.0,6.0,95.2,120.0,16-20,False,peer_T1,False
레아나 Reana,2228ae2dad51035987c5222b6dcc2b09,https://chzzk.naver.com/live/2228ae2dad51035987c5222b6dcc2b09,naverchzzk,238.0,종합 게임,True,unknown,21.0,19.0,12.0,10.0,6.0,6.0,2550.0,131.0,21-30,False,peer_T1,False
백희 Baekhee,c980fa4fa9201bc47c89ac0ded3e0345,https://chzzk.naver.com/live/c980fa4fa9201bc47c89ac0ded3e0345,naverchzzk,334.0,종합 게임,True,unknown,27.0,21.5,13.0,10.0,6.0,5.0,1323.0,112.0,21-30,False,peer_T1,False
캐슬유,3a7ceba0ddfe34697943374899858891,https://chzzk.naver.com/live/3a7ceba0ddfe34697943374899858891,naverchzzk,250.0,PUBG: 배틀그라운드,True,unknown,14.0,12.0,8.0,10.0,4.0,6.0,1070.5,108.0,21-30,False,peer_T1,False
꿀유자,6f689ad550a705bee880f6b91aa4dc8b,https://chzzk.naver.com/live/6f689ad550a705bee880f6b91aa4dc8b,naverchzzk,362.0,고전 게임,True,unknown,30.0,19.6,10.0,10.0,5.0,6.0,634.9,129.0,21-30,False,peer_T1,False
채이 chaei,81841392d80c54d99b2d278868072566,https://chzzk.naver.com/live/81841392d80c54d99b2d278868072566,naverchzzk,198.0,종합 게임,True,unknown,28.0,12.1,8.0,10.0,4.0,5.0,699.5,140.0,10-15,False,peer_T1,False
냅도TV,7c8aa13784111d145bf9199768fe24e5,https://chzzk.naver.com/live/7c8aa13784111d145bf9199768fe24e5,naverchzzk,118.0,디지몬 슈퍼럼블,True,unknown,22.0,16.5,12.0,10.0,7.0,6.0,490.5,110.0,16-20,False,peer_T1,False
이샤 ISHA,f2835756692f9e024f0a6db60bb6e869,https://chzzk.naver.com/live/f2835756692f9e024f0a6db60bb6e869,naverchzzk,46.0,종합 게임,True,unknown,14.0,12.8,9.0,10.0,4.0,4.0,563.6,66.0,31-40,False,peer_T1,False
카페인ㅣCARfeine,0226a7f4335be41453acae12e0446f42,https://chzzk.naver.com/live/0226a7f4335be41453acae12e0446f42,naverchzzk,318.0,talk,True,unknown,24.0,17.0,9.0,10.0,5.0,5.0,556.1,119.0,16-20,False,peer_T1,False
딕션 Diction,6ed066a148aded6a24dcfdd3fc9b986e,https://chzzk.naver.com/live/6ed066a148aded6a24dcfdd3fc9b986e,naverchzzk,159.0,서브노티카 2,True,unknown,26.0,16.0,11.0,10.0,4.0,6.0,411.9,121.0,16-20,False,peer_T1,False
룽지얌,d3cab2d2fa183991df8169a584656926,https://chzzk.naver.com/live/d3cab2d2fa183991df8169a584656926,naverchzzk,354.0,오버워치,True,unknown,18.0,17.0,11.0,10.0,6.0,5.0,433.4,81.0,10-15,False,peer_T1,False
삼덕이,dd85ba41de91fe4c970fd510d4ef1114,https://chzzk.naver.com/live/dd85ba41de91fe4c970fd510d4ef1114,naverchzzk,453.0,서브노티카 2,True,unknown,43.0,21.4,11.0,10.0,5.0,6.0,518.0,113.0,16-20,False,peer_T1,False
월야화랑,a7235afd44df05dd257784f8e4db2935,https://chzzk.naver.com/live/a7235afd44df05dd257784f8e4db2935,naverchzzk,180.0,리그 오브 레전드,True,unknown,17.0,13.0,9.0,10.0,5.0,6.0,228.0,67.0,16-20,False,peer_T1,False
안찡,fde2deb9f3be7f495d72f204d8b8f41a,https://chzzk.naver.com/live/fde2deb9f3be7f495d72f204d8b8f41a,naverchzzk,95.0,로스트아크,True,unknown,20.0,16.0,12.0,10.0,6.0,6.0,266.7,134.0,10-15,False,peer_T1,False
햄루나,d35108d902dd1e445962ed2b4ad889f7,https://chzzk.naver.com/live/d35108d902dd1e445962ed2b4ad889f7,naverchzzk,2707.0,리그 오브 레전드,True,unknown,66.0,21.0,7.0,10.0,3.5,5.0,243.9,72.0,16-20,False,peer_T1,False
게임못하는보니,4db9e0f8f8639d08cebb0d1a10100dc0,https://chzzk.naver.com/live/4db9e0f8f8639d08cebb0d1a10100dc0,naverchzzk,833.0,이스케이프 프롬 타르코프,True,unknown,57.0,40.0,17.0,10.0,6.0,5.0,245.5,137.0,31-40,False,peer_T1,False
주밍JOOMING,d3beda22fdad51418f43e93bfbbf11c5,https://chzzk.naver.com/live/d3beda22fdad51418f43e93bfbbf11c5,naverchzzk,170.0,고전 게임,True,unknown,15.0,11.3,8.0,10.0,4.0,4.0,334.0,94.0,16-20,False,peer_T1,False
아카리00,0008cf3fdbb8ef0e838dee5deef1e8a9,https://chzzk.naver.com/live/0008cf3fdbb8ef0e838dee5deef1e8a9,naverchzzk,227.0,이스케이프 프롬 타르코프,True,unknown,18.0,16.0,10.0,10.0,5.0,6.0,215.1,96.0,10-15,False,peer_T1,False
잠꾸,c937ce21630daa9ab833b310c48ecd88,https://chzzk.naver.com/live/c937ce21630daa9ab833b310c48ecd88,naverchzzk,542.0,그림/아트,True,unknown,16.0,13.0,10.0,10.0,6.0,7.0,184.6,145.0,16-20,False,peer_T1,False
권루나,4da26ea7afded8cc8b8e22e1d36aacf9,https://chzzk.naver.com/live/4da26ea7afded8cc8b8e22e1d36aacf9,naverchzzk,912.0,프로젝트 좀보이드,True,unknown,19.0,16.0,11.0,10.0,6.0,6.0,189.7,131.0,16-20,False,peer_T1,False
꽃설화,6d97300ca733daf0796565d75b020e68,https://chzzk.naver.com/live/6d97300ca733daf0796565d75b020e68,naverchzzk,601.0,스텔라 블레이드,True,unknown,21.0,15.5,9.0,10.0,5.0,5.0,190.3,76.0,21-30,False,peer_T1,False
나는망구,76c635a11ab1fab572c1849d9eb60ed8,https://chzzk.naver.com/live/76c635a11ab1fab572c1849d9eb60ed8,naverchzzk,401.0,talk,True,unknown,25.0,22.5,14.0,10.0,7.0,7.0,128.6,130.0,16-20,False,peer_T1,False
라벤 LAVEN,14d322655de43fccfa0a3c77cf55b716,https://chzzk.naver.com/live/14d322655de43fccfa0a3c77cf55b716,naverchzzk,254.0,리그 오브 레전드,True,unknown,35.0,19.0,7.0,10.0,3.0,4.0,208.9,61.0,10-15,False,peer_T1,False
에드님,cacb02868bfc7317ea4ff473aa63b248,https://chzzk.naver.com/live/cacb02868bfc7317ea4ff473aa63b248,naverchzzk,2129.0,돈 스타브 투게더,True,unknown,21.0,16.0,12.0,10.0,8.0,6.0,122.1,127.0,21-30,False,peer_T1,False
이디어DEER,dafbecf1decca1e06f49916683c85e48,https://chzzk.naver.com/live/dafbecf1decca1e06f49916683c85e48,naverchzzk,194.0,종합 게임,True,unknown,30.0,16.0,10.0,10.0,7.0,7.0,127.1,66.0,10-15,False,peer_T1,False
에쏘 Esso,f3cbfed23385ad00f7a6c7cb2c8a6f96,https://chzzk.naver.com/live/f3cbfed23385ad00f7a6c7cb2c8a6f96,naverchzzk,645.0,마인크래프트,True,unknown,22.0,14.0,10.0,10.0,5.0,5.0,143.9,140.0,16-20,False,peer_T1,False
파단이,f3d334f12f38661e0190c6a97ee166c4,https://chzzk.naver.com/live/f3d334f12f38661e0190c6a97ee166c4,naverchzzk,348.0,젤다의 전설 브레스 오브 더 와일드,True,unknown,24.0,16.0,12.0,10.0,6.0,7.0,124.0,133.0,10-15,False,peer_T1,False
일루전입니다,1c9c8aebbba5f1bc0fdf5fa237a01130,https://chzzk.naver.com/live/1c9c8aebbba5f1bc0fdf5fa237a01130,naverchzzk,441.0,마인크래프트,True,unknown,25.0,20.0,12.0,10.0,8.0,7.0,81.2,122.0,21-30,False,peer_T1,False
나구지,2c2672208d143b0a26b653c75687bd01,https://chzzk.naver.com/live/2c2672208d143b0a26b653c75687bd01,naverchzzk,1258.0,종합 게임,True,unknown,19.0,15.2,9.0,9.0,6.0,6.0,1351.1,138.0,16-20,False,peer_T1,False
잉요ing,ee01af7ae3b8422f0edc49e92570f1a8,https://chzzk.naver.com/live/ee01af7ae3b8422f0edc49e92570f1a8,naverchzzk,417.0,종합 게임,True,unknown,16.0,14.0,10.0,9.0,5.0,4.0,1087.3,100.0,21-30,False,peer_T1,False
두뭉,b6ee6b02fe1625ac750fcb0adc126bce,https://chzzk.naver.com/live/b6ee6b02fe1625ac750fcb0adc126bce,naverchzzk,178.0,종합 게임,True,unknown,13.0,12.0,8.0,9.0,4.0,4.0,1080.8,66.0,10-15,False,peer_T1,False
하렌 루베오스,2844363f7dc66d5254679d4ef2fe4935,https://chzzk.naver.com/live/2844363f7dc66d5254679d4ef2fe4935,naverchzzk,246.0,종합 게임,True,unknown,16.0,12.0,9.0,9.0,5.0,5.0,719.8,70.0,16-20,False,peer_T1,False
쟌스타,104c9acbf30756945e1b387bd1c6f5b7,https://chzzk.naver.com/live/104c9acbf30756945e1b387bd1c6f5b7,naverchzzk,606.0,그림/아트,True,unknown,16.0,13.0,9.0,9.0,6.0,5.0,445.5,140.0,10-15,False,peer_T1,False
아오모리 하츠나,63d9a00e499979eb701c115cf7aa5e78,https://chzzk.naver.com/live/63d9a00e499979eb701c115cf7aa5e78,naverchzzk,46.0,종합 게임,True,unknown,18.0,17.0,11.0,9.0,5.0,5.0,644.2,44.0,16-20,False,peer_T1,False
냐뇨뇨냥,a1d5bb21b285ecfa61782324e841ac7a,https://chzzk.naver.com/live/a1d5bb21b285ecfa61782324e841ac7a,naverchzzk,270.0,talk,True,unknown,15.0,14.0,11.0,9.0,6.0,6.0,305.3,130.0,10-15,False,peer_T1,False
쥐냥,4fe4afb376bb35114d50b3fd80b9fc5c,https://chzzk.naver.com/live/4fe4afb376bb35114d50b3fd80b9fc5c,naverchzzk,363.0,더 킹 오브 파이터즈 '98,True,unknown,19.0,16.0,11.0,9.0,5.0,4.0,606.5,142.0,16-20,False,peer_T1,False
그믐Gmeum,c01198bfc9daccba47ed8aa489f8028e,https://chzzk.naver.com/live/c01198bfc9daccba47ed8aa489f8028e,naverchzzk,1071.0,이터널 리턴,True,unknown,69.0,35.0,15.0,9.0,8.0,5.0,136.8,132.0,41-50,False,peer_T1,True
솔티플럼,43da465576afdfb373c9cca32177b1bb,https://chzzk.naver.com/live/43da465576afdfb373c9cca32177b1bb,naverchzzk,1115.0,로스트아크,True,unknown,19.0,16.0,10.0,9.0,6.0,4.0,192.1,133.0,21-30,False,peer_T1,False
카신,3f0719dbbbd72f61b425caf844af8e21,https://chzzk.naver.com/live/3f0719dbbbd72f61b425caf844af8e21,naverchzzk,292.0,발로란트,True,unknown,20.0,16.0,11.0,9.0,5.0,6.0,326.4,112.0,10-15,False,peer_T1,False
리유 Re You,befab03007ccf553b9328384e84c4d93,https://chzzk.naver.com/live/befab03007ccf553b9328384e84c4d93,naverchzzk,259.0,리그 오브 레전드,True,unknown,15.0,12.8,8.0,9.0,4.0,4.0,282.1,86.0,16-20,False,peer_T1,False
새미냥,f7e62a41cfff5b33e29245e52f8431b5,https://chzzk.naver.com/live/f7e62a41cfff5b33e29245e52f8431b5,naverchzzk,263.0,종합 게임,True,unknown,15.0,15.0,11.0,9.0,5.0,5.0,247.5,128.0,10-15,False,peer_T1,False
사메모메,4a4a4656fbf3ce821d1c4776371e2f64,https://chzzk.naver.com/live/4a4a4656fbf3ce821d1c4776371e2f64,naverchzzk,306.0,오버워치,True,unknown,42.0,36.2,17.0,9.0,10.0,5.0,165.0,60.0,16-20,False,peer_T1,False
일 육,88186e7c12fa7f594a521aad47f40151,https://chzzk.naver.com/live/88186e7c12fa7f594a521aad47f40151,naverchzzk,302.0,다잉 라이트 2: 스테이 휴먼,True,unknown,24.0,18.0,10.0,9.0,6.0,5.0,130.9,78.0,16-20,False,peer_T1,False
원숭이 장관,5237431a1ceaa65d67f0e8cf17acd467,https://chzzk.naver.com/live/5237431a1ceaa65d67f0e8cf17acd467,naverchzzk,55.0,PUBG: 배틀그라운드,True,unknown,37.0,34.0,10.0,9.0,6.0,6.0,79.6,59.0,31-40,False,peer_T1,False
리리마,d776d00744d8df249e0577beb807cac7,https://chzzk.naver.com/live/d776d00744d8df249e0577beb807cac7,naverchzzk,1005.0,발로란트,True,unknown,16.0,12.0,8.0,9.0,4.0,5.0,213.6,126.0,10-15,False,peer_T1,False
데벨,05fddca96166df9877876c3efcd52a55,https://chzzk.naver.com/live/05fddca96166df9877876c3efcd52a55,naverchzzk,480.0,메이플스토리 월드,True,unknown,58.0,35.3,11.0,9.0,5.0,5.0,169.1,120.0,10-15,False,peer_T1,False
릴리나봉,ae9c183d7ff7ce6b4890cd0beb4cc192,https://chzzk.naver.com/live/ae9c183d7ff7ce6b4890cd0beb4cc192,naverchzzk,1255.0,발로란트,True,unknown,13.0,12.0,7.0,9.0,4.0,4.0,182.9,94.0,10-15,False,peer_T1,False
정덱,2089da37c6dabece496e397079a49488,https://chzzk.naver.com/live/2089da37c6dabece496e397079a49488,naverchzzk,147.0,마인크래프트,True,unknown,25.0,14.1,8.0,9.0,4.0,5.0,141.7,100.0,10-15,False,peer_T1,False
정꽁치,deb124f491c6debfbf06bcc01deef6ef,https://chzzk.naver.com/live/deb124f491c6debfbf06bcc01deef6ef,naverchzzk,243.0,종합 게임,True,unknown,21.0,12.0,9.0,8.0,6.0,5.0,1831.3,129.0,16-20,False,peer_T1,False
법아재,b9da7500aeb83523a78df6ccf8ecea53,https://chzzk.naver.com/live/b9da7500aeb83523a78df6ccf8ecea53,naverchzzk,372.0,종합 게임,True,unknown,16.0,12.0,8.0,8.0,4.0,4.0,1535.0,137.0,21-30,False,peer_T1,False
공콜리,6e1f142e5c47e2f33732ca90b73dc4c4,https://chzzk.naver.com/live/6e1f142e5c47e2f33732ca90b73dc4c4,naverchzzk,145.0,데드 바이 데이라이트,True,unknown,17.0,15.0,7.0,8.0,3.0,4.0,1190.4,127.0,16-20,False,peer_T1,False
모목,f2c74e59d7b72c1610bcbcfdeeb0cf34,https://chzzk.naver.com/live/f2c74e59d7b72c1610bcbcfdeeb0cf34,naverchzzk,316.0,종합 게임,True,unknown,46.0,23.0,9.0,8.0,4.0,4.0,595.6,101.0,21-30,False,peer_T1,False
띵진이,4b1de0a13ad02355c2813c1386ffa646,https://chzzk.naver.com/live/4b1de0a13ad02355c2813c1386ffa646,naverchzzk,186.0,종합 게임,True,unknown,25.0,22.3,10.0,8.0,6.0,3.0,413.8,74.0,21-30,False,peer_T1,False
카토kato,d54a236580af9d3d1dca84e7cb0d7a66,https://chzzk.naver.com/live/d54a236580af9d3d1dca84e7cb0d7a66,naverchzzk,68.0,종합 게임,True,unknown,16.0,13.0,10.0,8.0,6.0,5.0,378.3,116.0,10-15,False,peer_T1,False
세코코,9311d9a91a37a53d1244fccde5c2b3a3,https://chzzk.naver.com/live/9311d9a91a37a53d1244fccde5c2b3a3,naverchzzk,190.0,종합 게임,True,unknown,21.0,11.8,7.5,8.0,4.0,4.0,668.0,126.0,10-15,False,peer_T1,False
플환,a2bed589acb5ae3d24f0afd3e989d17e,https://chzzk.naver.com/live/a2bed589acb5ae3d24f0afd3e989d17e,naverchzzk,178.0,종합 게임,True,unknown,16.0,12.0,6.0,8.0,3.0,3.0,556.6,100.0,16-20,False,peer_T1,False
코모리,7aeb0136d1c23bb1ffebb9a8abdf6251,https://chzzk.naver.com/live/7aeb0136d1c23bb1ffebb9a8abdf6251,naverchzzk,156.0,마인크래프트,True,unknown,10.0,9.0,6.0,8.0,3.0,4.0,522.0,143.0,10-15,False,peer_T1,False
라낭,48be5e3e8394324a24f219bbef62a4b2,https://chzzk.naver.com/live/48be5e3e8394324a24f219bbef62a4b2,naverchzzk,82.0,종합 게임,True,unknown,18.0,12.7,8.0,8.0,5.0,4.0,364.6,88.0,16-20,False,peer_T1,False
주키니TV,7aa263d03571644d9ecd17471b1a969e,https://chzzk.naver.com/live/7aa263d03571644d9ecd17471b1a969e,naverchzzk,79.0,종합 게임,True,unknown,14.0,12.0,7.0,8.0,3.0,2.5,640.5,80.0,10-15,False,peer_T1,False
도둑꾼,50ba1b9bd1f23f988a258bfa4e306228,https://chzzk.naver.com/live/50ba1b9bd1f23f988a258bfa4e306228,naverchzzk,178.0,테트리스,True,unknown,26.0,15.0,10.0,8.0,6.0,5.0,307.7,121.0,10-15,False,peer_T1,True
유히설,260fd8766be90073abc799b7356700e2,https://chzzk.naver.com/live/260fd8766be90073abc799b7356700e2,naverchzzk,577.0,종합 게임,True,unknown,12.0,10.8,8.0,8.0,4.0,4.0,271.6,46.0,10-15,False,peer_T1,False
요나,c61969606c0a253f4bd4580d0082b788,https://chzzk.naver.com/live/c61969606c0a253f4bd4580d0082b788,naverchzzk,402.0,종합 게임,True,unknown,29.0,23.3,11.0,8.0,5.0,5.0,140.5,115.0,21-30,False,peer_T1,True
algo,d2cd4abae3b124197218c981ddd84cbb,https://chzzk.naver.com/live/d2cd4abae3b124197218c981ddd84cbb,naverchzzk,142.0,아이온2,True,unknown,21.0,14.0,8.0,8.0,4.0,4.0,312.9,142.0,16-20,False,peer_T1,False
야파토,1b676df08e0eb6526cdb2d7aa2bacb9a,https://chzzk.naver.com/live/1b676df08e0eb6526cdb2d7aa2bacb9a,naverchzzk,362.0,포켓몬 챔피언스,True,unknown,24.0,20.0,12.0,8.0,6.0,5.0,179.9,99.0,10-15,False,peer_T1,False
꼼지라쿠,730d98a3ec886cd7da752292534cebb1,https://chzzk.naver.com/live/730d98a3ec886cd7da752292534cebb1,naverchzzk,153.0,성세천하: 여제의 탄생 Ⅱ,True,unknown,17.0,11.0,7.0,8.0,3.0,4.0,245.3,102.0,10-15,False,peer_T1,False
헥사 아카이브,07cef97ebf0ac40d5630f22dd655262c,https://chzzk.naver.com/live/07cef97ebf0ac40d5630f22dd655262c,naverchzzk,184.0,리그 오브 레전드,True,unknown,10.0,9.0,5.0,8.0,2.0,4.0,246.5,90.0,10-15,False,peer_T1,False
천재수달,950686b818f516e8eaa33743bc295a85,https://chzzk.naver.com/live/950686b818f516e8eaa33743bc295a85,naverchzzk,184.0,종합 게임,True,unknown,21.0,17.0,8.0,8.0,4.0,4.0,180.7,37.0,16-20,False,peer_T1,False
밈 미,08664d465126e0e7248dbafe7818dfd5,https://chzzk.naver.com/live/08664d465126e0e7248dbafe7818dfd5,naverchzzk,97.0,종합 게임,True,unknown,52.0,13.0,7.0,8.0,4.0,5.0,167.8,100.0,10-15,False,peer_T1,False
햄빛,fe04b8166e781e88c1afb4679a758442,https://chzzk.naver.com/live/fe04b8166e781e88c1afb4679a758442,naverchzzk,384.0,VR챗,True,unknown,25.0,13.5,9.0,8.0,3.0,4.0,272.0,106.0,16-20,False,peer_T1,False
루나은하,bdf06bfc5f94837ee1ed418b775fb1b8,https://chzzk.naver.com/live/bdf06bfc5f94837ee1ed418b775fb1b8,naverchzzk,353.0,리그 오브 레전드,True,unknown,22.0,13.8,9.0,8.0,5.0,4.0,123.1,145.0,10-15,False,peer_T1,False
서몽 ILLUSION LIVE,82bb71d60ffa85b94ad3823e3c52fe69,https://chzzk.naver.com/live/82bb71d60ffa85b94ad3823e3c52fe69,naverchzzk,492.0,아레나 브레이크아웃,True,unknown,19.0,18.0,10.0,8.0,3.0,3.0,242.3,132.0,10-15,False,peer_T1,False
키마리오,9f3f4f749e287c8dff786aa686c31815,https://chzzk.naver.com/live/9f3f4f749e287c8dff786aa686c31815,naverchzzk,573.0,연운,True,unknown,23.0,18.6,9.0,8.0,6.0,5.0,114.8,115.0,16-20,False,peer_T1,False
서랑그림,9ca1d47ac69b758fce461bc1b0098d04,https://chzzk.naver.com/live/9ca1d47ac69b758fce461bc1b0098d04,naverchzzk,613.0,젤다의 전설 티어스 오브 더 킹덤,True,unknown,32.0,24.0,16.0,8.0,6.0,4.0,130.9,133.0,16-20,False,peer_T1,False
김뿌찌,b38df1827f4b7b6b3940bf37925fe916,https://chzzk.naver.com/live/b38df1827f4b7b6b3940bf37925fe916,naverchzzk,200.0,오버워치,True,unknown,17.0,12.0,7.0,8.0,4.0,4.0,133.4,118.0,10-15,False,peer_T1,False
유람 Yuram,b955e2a87eb767345d2edc921061c784,https://chzzk.naver.com/live/b955e2a87eb767345d2edc921061c784,naverchzzk,250.0,종합 게임,True,unknown,17.0,14.7,10.0,7.0,5.0,4.0,1890.7,114.0,16-20,False,peer_T1,False
유토링,c059a9caca586a9dcdd2c738ba237618,https://chzzk.naver.com/live/c059a9caca586a9dcdd2c738ba237618,naverchzzk,230.0,종합 게임,True,unknown,22.0,17.0,9.0,7.0,3.0,3.0,2311.5,131.0,10-15,False,peer_T1,False
므담,68efb421978ddd0e34d8f2a09b70f48f,https://chzzk.naver.com/live/68efb421978ddd0e34d8f2a09b70f48f,naverchzzk,399.0,종합 게임,True,unknown,14.0,12.0,8.0,7.0,3.0,3.0,1901.8,61.0,10-15,False,peer_T1,False
송하나SONGHANA,0c9cfe6471e1c3e848630bab7a041757,https://chzzk.naver.com/live/0c9cfe6471e1c3e848630bab7a041757,naverchzzk,64.0,종합 게임,True,unknown,20.0,10.0,8.0,7.0,5.0,5.0,1122.7,104.0,16-20,False,peer_T1,False
아로AURO,dd8664f9fdc4c2d8938761e738681199,https://chzzk.naver.com/live/dd8664f9fdc4c2d8938761e738681199,naverchzzk,122.0,용과 같이 극2,True,unknown,10.0,9.0,6.0,7.0,3.0,3.0,1334.4,132.0,16-20,False,peer_T1,False
오토노 소리,73b34c1d968f42bfd429eba0d1cff0b3,https://chzzk.naver.com/live/73b34c1d968f42bfd429eba0d1cff0b3,naverchzzk,459.0,패스 오브 엑자일 2,True,unknown,18.0,11.0,6.0,7.0,3.0,3.0,1273.2,132.0,10-15,False,peer_T1,False
흑현,0e2d276771046a2b67050fb479320a27,https://chzzk.naver.com/live/0e2d276771046a2b67050fb479320a27,naverchzzk,191.0,종합 게임,True,unknown,26.0,14.0,9.0,7.0,4.0,5.0,939.6,121.0,16-20,False,peer_T1,False
삐얌,9c0820288c20a1d408ece175cae62c37,https://chzzk.naver.com/live/9c0820288c20a1d408ece175cae62c37,naverchzzk,440.0,종합 게임,True,unknown,28.0,13.4,8.0,7.0,4.0,4.0,454.5,97.0,21-30,False,peer_T1,False
비화 Bihwa,5a377e6408e25dbdd46b242e1a67d05b,https://chzzk.naver.com/live/5a377e6408e25dbdd46b242e1a67d05b,naverchzzk,262.0,종합 게임,True,unknown,17.0,12.2,9.0,7.0,4.0,4.0,486.5,77.0,41-50,False,peer_T1,False
너프I,f8e92473cbd037afe883e8be6a9ee966,https://chzzk.naver.com/live/f8e92473cbd037afe883e8be6a9ee966,naverchzzk,43.0,종합 게임,True,unknown,10.0,8.4,6.0,7.0,3.0,3.0,725.5,73.0,10-15,False,peer_T1,False
하 베,fa001ef1a226a1bff047eae3ed35abe2,https://chzzk.naver.com/live/fa001ef1a226a1bff047eae3ed35abe2,naverchzzk,35.0,명조:워더링 웨이브,True,unknown,15.0,13.0,10.0,7.0,6.0,5.0,332.1,100.0,10-15,False,peer_T1,False
김삵,2840bad4e73e257aea1caf8580ae6c82,https://chzzk.naver.com/live/2840bad4e73e257aea1caf8580ae6c82,naverchzzk,45.0,종합 게임,True,unknown,17.0,10.8,7.0,7.0,4.0,4.0,415.8,65.0,10-15,False,peer_T1,False
병섭이,dda688c4743fe41322da1b7afa3976be,https://chzzk.naver.com/live/dda688c4743fe41322da1b7afa3976be,naverchzzk,166.0,종합 게임,True,unknown,25.0,17.7,10.0,7.0,4.5,4.0,389.8,128.0,16-20,False,peer_T1,False
유이솜,08825d1bc4c9035d8521826b1462b774,https://chzzk.naver.com/live/08825d1bc4c9035d8521826b1462b774,naverchzzk,123.0,종합 게임,True,unknown,17.0,13.0,7.0,7.0,3.0,4.0,589.1,130.0,10-15,False,peer_T1,False
드로즈,7b47af1f6825391a610f768c43376cb1,https://chzzk.naver.com/live/7b47af1f6825391a610f768c43376cb1,naverchzzk,195.0,쥬라기 월드 에볼루션 3,True,unknown,16.0,11.0,7.0,7.0,2.0,3.0,578.1,139.0,10-15,False,peer_T1,False
배드마우스,55f9d87ba8d92679e0caa0cb538413f2,https://chzzk.naver.com/live/55f9d87ba8d92679e0caa0cb538413f2,naverchzzk,447.0,마인크래프트,True,unknown,24.0,12.0,7.0,7.0,4.0,4.0,341.2,125.0,10-15,False,peer_T1,False
속도의신,bb08cb468fca542c6c6e084f532388d8,https://chzzk.naver.com/live/bb08cb468fca542c6c6e084f532388d8,naverchzzk,479.0,종합 게임,True,unknown,43.0,27.4,10.0,7.0,3.0,3.0,377.1,114.0,21-30,False,peer_T1,False
시라이 쿄카,e51a3fd11b3ede1138c27538925fb9ce,https://chzzk.naver.com/live/e51a3fd11b3ede1138c27538925fb9ce,naverchzzk,569.0,종합 게임,True,unknown,28.0,17.0,11.0,7.0,3.0,4.0,268.5,137.0,10-15,False,peer_T1,False
김동팡,5ae83bcf71af14d25c9df43dd9e3c6d8,https://chzzk.naver.com/live/5ae83bcf71af14d25c9df43dd9e3c6d8,naverchzzk,449.0,종합 게임,True,unknown,19.0,14.0,9.0,7.0,5.0,5.0,186.4,122.0,10-15,False,peer_T1,False
곰도우미,40a5041df66d6e4861cfc8a3bc6d5424,https://chzzk.naver.com/live/40a5041df66d6e4861cfc8a3bc6d5424,naverchzzk,251.0,마비노기 모바일,True,unknown,21.0,9.0,7.0,7.0,3.0,3.0,319.9,114.0,10-15,False,peer_T1,False
루나냥,c23e06adbafd1d80f061b74d100c1ad7,https://chzzk.naver.com/live/c23e06adbafd1d80f061b74d100c1ad7,naverchzzk,534.0,패스 오브 엑자일 2,True,unknown,215.0,28.7,9.0,7.0,2.0,2.0,127.4,127.0,21-30,False,peer_T1,False
쭉쭉이0,b69d419cd22ae14a5c3cc7ee568ec908,https://chzzk.naver.com/live/b69d419cd22ae14a5c3cc7ee568ec908,naverchzzk,212.0,종합 게임,True,unknown,14.0,11.8,6.0,7.0,2.0,3.0,290.6,103.0,10-15,False,peer_T1,False
카엘라일리,d1761b1925e28cb199b2fe70629c3ac8,https://chzzk.naver.com/live/d1761b1925e28cb199b2fe70629c3ac8,naverchzzk,289.0,종합 게임,True,unknown,18.0,11.0,7.0,7.0,4.0,4.0,234.2,127.0,10-15,False,peer_T1,False
이로은,ddbf6d23f5910d3d15938cf9516f6dee,https://chzzk.naver.com/live/ddbf6d23f5910d3d15938cf9516f6dee,naverchzzk,164.0,포켓몬 챔피언스,True,unknown,21.0,9.0,6.0,7.0,3.0,3.0,338.3,104.0,10-15,False,peer_T1,False
한지유,6ccb72c4623e7d96695b79e6441376de,https://chzzk.naver.com/live/6ccb72c4623e7d96695b79e6441376de,naverchzzk,751.0,종합 게임,True,unknown,14.0,12.0,7.0,7.0,3.0,3.0,212.7,97.0,10-15,False,peer_T1,False
