channel_name,platform,channelId,channel_url,cohort_type,primary_category,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,is_general_game,gg_reason,is_virtual,virtual_basis,total_stream_hours,peak_viewers,avg_viewers,viewership,follower_count,peak_max,peak_p95,peak_median,peak_recent_median,peak_recent_p95,avg_median,avg_recent_median,ts_weeks_total,ts_weeks_active,ts_weeks_recent_active,within_band_by_max,within_band_by_p95,within_band_by_median,within_band_by_recent_median,within_band_by_recent_p95,peak_to_followers,avg_to_followers,viewership_per_hour,peak_avg_ratio,max_weekly_airtime,is_inactive,is_too_new,nobangjong_flag,long_stream_flag,exclude_reason,band,collected_at,final_include,final_cohort_group,peak_basis,gubiba_reference_peak,peak_ratio_to_gubiba,within_band
꽁구마,naverchzzk,dfbe585d196ce1227dee748df1440a2d,https://chzzk.naver.com/live/dfbe585d196ce1227dee748df1440a2d,main_general_game,종합 게임,종합 게임,53.4,아웃바운드,8.5,솔라펑크,6.5,true,gg_primary,unknown,not_collected,643.4,23,3.0,2566.0,156,23,16.0,7.0,6,8.4,3.0,3,128,128,13,False,False,False,False,False,0.1474,0.0192,3.99,7.67,56,False,False,False,True,,21-30,2026-06-14T18:04:55.682Z,False,robustness_only,recent_median,23,0.261,False
영붕,naverchzzk,c1a29777d79c579dee11150857dd445a,https://chzzk.naver.com/live/c1a29777d79c579dee11150857dd445a,main_general_game,talk,talk,32.1,마인크래프트,20.8,파 파 웨스트,15.1,true,multi_game,unknown,not_collected,313.5,30,7.0,2280.0,431,24,19.0,11.0,6,9.2,4.0,3,106,106,13,False,True,True,False,False,0.0696,0.0162,7.27,4.29,71,False,False,False,True,,21-30,2026-06-14T18:06:37.751Z,False,robustness_only,recent_median,23,0.261,False
달펭구,naverchzzk,297262e112a7d05368bacec8c8a92085,https://chzzk.naver.com/live/297262e112a7d05368bacec8c8a92085,main_general_game,종합 게임,종합 게임,76.1,스트리트 파이터 6,23.9,,0,true,gg_primary,unknown,not_collected,918.9,10,2.0,2051.0,262,16,8,4,6,13.0,2.0,2.0,86,81,13,False,False,False,False,False,0.0382,0.0076,2.23,5.0,12,False,False,False,False,,10-15,2026-06-14T18:08:48.356Z,False,robustness_only,recent_median,23,0.261,False
김 플 릭,naverchzzk,599b42063afe3c4e8d1673796545fc25,https://chzzk.naver.com/live/599b42063afe3c4e8d1673796545fc25,main_general_game,카운터 스트라이크 2,카운터 스트라이크 2,74.2,종합 게임,16.8,오버워치,5.4,true,multi_game,unknown,not_collected,471.2,11,4.0,1973.0,1663,22,14.0,9,6,9.4,4,4,127,127,13,False,False,False,False,False,0.0066,0.0024,4.19,2.75,103,False,False,True,True,,10-15,2026-06-14T18:09:48.516Z,False,robustness_only,recent_median,23,0.261,False
비비 시카,naverchzzk,6784f2b395dd808141bec1d2ad3ebfbe,https://chzzk.naver.com/live/6784f2b395dd808141bec1d2ad3ebfbe,main_general_game,스트랜디드 딥,스트랜디드 딥,64.6,인투 더 데드: 아워 다키스트 데이즈,32.6,종합 게임,2.8,true,multi_game,unknown,not_collected,523.0,10,3.0,1965.0,183,14,10.0,8.0,6,7.4,4.0,4,122,122,13,False,False,False,False,False,0.0546,0.0164,3.76,3.33,33,False,False,False,False,,10-15,2026-06-14T18:10:15.079Z,False,robustness_only,recent_median,23,0.261,False
랍벤뎀,naverchzzk,63e7689c1c11ce2f0447c5626196b749,https://chzzk.naver.com/live/63e7689c1c11ce2f0447c5626196b749,main_general_game,종합 게임,종합 게임,76.5,talk,16.6,매지컬 프린세스,4,true,gg_primary,unknown,not_collected,719.5,17,2.0,1962.0,157,10,7.3,5.0,6,7.4,2,3,115,114,13,False,False,False,False,False,0.1083,0.0127,2.73,8.5,14,False,False,False,False,,16-20,2026-06-14T18:10:20.212Z,False,robustness_only,recent_median,23,0.261,False
님블뿔콩,naverchzzk,dc704c5a7597b970b4180617e2c111a2,https://chzzk.naver.com/live/dc704c5a7597b970b4180617e2c111a2,main_general_game,히어로즈 오브 마이트 앤 매직: 올든 에라,히어로즈 오브 마이트 앤 매직: 올든 에라,41.1,종합 게임,38,에이지 오브 엠파이어 2: 디피니티브 에디션,14,true,multi_game,unknown,not_collected,533.5,13,3.0,1768.0,81,13,9.2,6.0,6,8.4,3.0,3,118,118,13,False,False,False,False,False,0.1605,0.037,3.31,4.33,7,False,False,False,False,,10-15,2026-06-14T18:13:25.690Z,False,robustness_only,recent_median,23,0.261,False
사과몽,naverchzzk,88d777fded707af8c60b9526aa0f3a7b,https://chzzk.naver.com/live/88d777fded707af8c60b9526aa0f3a7b,main_general_game,종합 게임,종합 게임,87.3,서브노티카,5.6,커피 토크 도쿄,4.8,true,gg_primary,unknown,not_collected,474.2,12,3.0,1545.0,40,12,9.0,5.0,6,10.2,2,3,102,102,13,False,False,False,False,False,0.3,0.075,3.26,4.0,8,False,False,False,False,,10-15,2026-06-14T18:16:01.044Z,False,robustness_only,recent_median,23,0.261,False
개순이,naverchzzk,a087ae5d1995d2a408e6ab673bf33035,https://chzzk.naver.com/live/a087ae5d1995d2a408e6ab673bf33035,main_general_game,발로란트,발로란트,70.7,피크,29.3,,0,true,multi_game,unknown,not_collected,133.3,27,11.0,1490.0,283,25,15.5,10.0,6,8.4,5.0,3,66,66,13,False,False,True,False,False,0.0954,0.0389,11.18,2.45,41,False,False,False,False,,21-30,2026-06-14T18:17:01.371Z,False,robustness_only,recent_median,23,0.261,False
김득춘,naverchzzk,40ede1fca56fd7141d718c116d5501dc,https://chzzk.naver.com/live/40ede1fca56fd7141d718c116d5501dc,main_general_game,이환,이환,49.2,종합 게임,17.5,talk,15.1,true,multi_game,unknown,not_collected,301.5,20,4.0,1414.0,1330,21,11.5,6,6,13.4,3,3,111,111,13,False,False,False,False,False,0.015,0.003,4.69,5.0,16,False,False,False,False,,16-20,2026-06-14T18:18:26.424Z,False,robustness_only,recent_median,23,0.261,False
티아뇽,naverchzzk,363564cc2af618751e1ac695e9963aa0,https://chzzk.naver.com/live/363564cc2af618751e1ac695e9963aa0,main_general_game,talk,talk,49.6,종합 게임,22.9,바이오하자드 빌리지,10.5,true,gg_secondary,unknown,not_collected,425.9,11,3.0,1340.0,507,20,17.0,7,6,8.8,2.0,3,139,139,13,False,False,False,False,False,0.0217,0.0059,3.15,3.67,51,False,False,False,True,,10-15,2026-06-14T18:19:33.272Z,False,robustness_only,recent_median,23,0.261,False
빠로로,naverchzzk,d8a135113677a174a6a8c18ac674100f,https://chzzk.naver.com/live/d8a135113677a174a6a8c18ac674100f,main_general_game,미나 더 할로워,미나 더 할로워,44.2,리듬 닥터,24.4,talk,16.3,true,multi_game,unknown,not_collected,403.9,10,3.0,1325.0,200,10,8.0,5.0,6,8.4,2.0,3,104,100,13,False,False,False,False,False,0.05,0.015,3.28,3.33,10,False,False,False,False,,10-15,2026-06-14T18:19:50.750Z,False,robustness_only,recent_median,23,0.261,False
햄또,naverchzzk,c34fe2bbd71bb93891717f6bff5bdda5,https://chzzk.naver.com/live/c34fe2bbd71bb93891717f6bff5bdda5,main_general_game,종합 게임,종합 게임,92.8,왕좌의 게임: 킹스로드,7.2,,0,true,gg_primary,unknown,not_collected,145.3,19,7.0,1083.0,127,22,15.0,10,6,10.4,7,6,97,97,13,False,False,True,False,False,0.1496,0.0551,7.45,2.71,6,False,False,False,False,,16-20,2026-06-14T18:25:16.015Z,False,robustness_only,recent_median,23,0.261,False
무슥,naverchzzk,40ee04c68dd2699cfebb81f79a2571a5,https://chzzk.naver.com/live/40ee04c68dd2699cfebb81f79a2571a5,main_general_game,종합 게임,종합 게임,79.1,talk,16.9,PUBG: 배틀그라운드,4,true,gg_primary,unknown,not_collected,212.3,15,4.0,1045.0,42,15,11.0,7.0,6,8.8,4.0,4,100,100,13,False,False,False,False,False,0.3571,0.0952,4.92,3.75,49,False,False,False,False,,10-15,2026-06-14T18:26:34.033Z,False,robustness_only,recent_median,23,0.261,False
이설렁,naverchzzk,a1a0c2b4d85c424d381cd2f9c96a3058,https://chzzk.naver.com/live/a1a0c2b4d85c424d381cd2f9c96a3058,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,61.5,Once Human,24.5,왕좌의 게임: 킹스로드,12.5,true,multi_game,unknown,not_collected,348.5,10,2.0,983.0,1021,20,12.0,8,6,10.0,2.0,2.0,135,135,13,False,False,False,False,False,0.0098,0.002,2.82,5.0,120,False,False,True,True,,10-15,2026-06-14T18:29:08.071Z,False,robustness_only,recent_median,23,0.261,False
행복한코코,naverchzzk,577506b2d214450f65587fb04adc243a,https://chzzk.naver.com/live/577506b2d214450f65587fb04adc243a,main_general_game,다키스트 던전,다키스트 던전,23.4,림월드,22.7,talk,14.4,true,multi_game,unknown,not_collected,184.6,13,4.0,825.0,380,18,14.0,8,6,8.4,4,3,123,123,13,False,False,False,False,False,0.0342,0.0105,4.47,3.25,19,False,False,False,False,,10-15,2026-06-14T18:36:24.278Z,False,robustness_only,recent_median,23,0.261,False
김창둥,naverchzzk,33b213d947cc5ca17cfe972e7c34aaaf,https://chzzk.naver.com/live/33b213d947cc5ca17cfe972e7c34aaaf,main_general_game,이스케이프 프롬 타르코프,이스케이프 프롬 타르코프,50.7,리그 오브 레전드,30.4,철권 8,13,true,multi_game,unknown,not_collected,159.9,10,5.0,808.0,97,11,9.0,5.0,6,8.4,3.0,3,95,94,13,False,False,False,False,False,0.1031,0.0515,5.05,2.0,20,False,False,False,False,,10-15,2026-06-14T18:37:38.903Z,False,robustness_only,recent_median,23,0.261,False
므 링,naverchzzk,ccf42777ea2e5304c8ef23014b1ff730,https://chzzk.naver.com/live/ccf42777ea2e5304c8ef23014b1ff730,main_general_game,talk,talk,39.7,프랫폴,25.6,냐코리의 토끼 인형,22.3,true,multi_game,unknown,not_collected,200.2,12,3.0,762.0,297,14,11.0,7,6,10.0,4,3,115,115,13,False,False,False,False,False,0.0404,0.0101,3.81,4.0,7,False,False,False,False,,10-15,2026-06-14T18:40:11.204Z,False,robustness_only,recent_median,23,0.261,False
서벌캣 례이,naverchzzk,5a83c455f88ae4105c2f1f8c9f464da5,https://chzzk.naver.com/live/5a83c455f88ae4105c2f1f8c9f464da5,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,58.1,오버워치,41.9,,0,true,multi_game,unknown,not_collected,139.8,12,5.0,747.0,165,12,11,7,6,9.0,4,4,83,81,13,False,False,False,False,False,0.0727,0.0303,5.34,2.4,52,False,False,False,True,,10-15,2026-06-14T18:40:57.721Z,False,robustness_only,recent_median,23,0.261,False
,naverchzzk,c50e633dd8b6afec5d0cbd91f6e0eea7,https://chzzk.naver.com/live/c50e633dd8b6afec5d0cbd91f6e0eea7,main_general_game,용과 같이 8,용과 같이 8,31.6,데스 스트랜딩 디렉터스 컷,26.3,방 탈출 시뮬레이터,7,true,multi_game,unknown,not_collected,240.0,15,2.0,683.0,149,12,8.0,6,6,7.0,3,3,111,111,13,False,False,False,False,False,0.1007,0.0134,2.85,7.5,8,False,False,False,False,,10-15,2026-06-14T18:46:39.138Z,False,robustness_only,recent_median,23,0.261,False
Lafa,naverchzzk,8b97e0d12a71178dea5d5957e7ccc9b2,https://chzzk.naver.com/live/8b97e0d12a71178dea5d5957e7ccc9b2,main_general_game,종합 게임,종합 게임,86.4,데스티니 가디언즈,13.3,철권 8,0.3,true,gg_primary,unknown,not_collected,3366.4,10,2.0,8666.0,109,10,8,5,5,6.4,2,2,141,141,13,False,False,False,False,False,0.0917,0.0183,2.57,5.0,24,False,False,False,False,,10-15,2026-06-14T17:56:28.885Z,False,robustness_only,recent_median,23,0.217,False
매드라이프 MadLife,naverchzzk,39111714a5ea2c857fb49c9796269a32,https://chzzk.naver.com/live/39111714a5ea2c857fb49c9796269a32,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,3424.4,15,2.0,7233.0,59,13,12.0,7,5,7.4,3.0,2,79,79,13,False,False,False,False,False,0.2542,0.0339,2.11,7.5,19,False,False,False,False,,10-15,2026-06-14T17:56:59.410Z,False,robustness_only,recent_median,23,0.217,False
위즐리어카,naverchzzk,d635766b293f29b48c861afbfbd2f26f,https://chzzk.naver.com/live/d635766b293f29b48c861afbfbd2f26f,main_general_game,talk,talk,42,마블 라이벌즈,29.3,종합 게임,17.9,true,multi_game,unknown,not_collected,919.1,11,3.0,3478.0,350,17,12,8,5,6.4,3,2,141,141,13,False,False,False,False,False,0.0314,0.0086,3.78,3.67,48,False,False,False,False,,10-15,2026-06-14T18:00:55.375Z,False,robustness_only,recent_median,23,0.217,False
도쿄하트,naverchzzk,98f218824010d05c75b31f5e1e5b934a,https://chzzk.naver.com/live/98f218824010d05c75b31f5e1e5b934a,main_general_game,종합 게임,종합 게임,36.1,서브노티카 2,36.1,talk,21.1,true,gg_primary,unknown,not_collected,1083.1,14,3.0,3276.0,393,10,8.0,5,5,6.4,3,3,117,117,13,False,False,False,False,False,0.0356,0.0076,3.02,4.67,10,False,False,False,False,,10-15,2026-06-14T18:01:51.397Z,False,robustness_only,recent_median,23,0.217,False
초옵,naverchzzk,bb15649128b08c25ee062e1b3b1971ac,https://chzzk.naver.com/live/bb15649128b08c25ee062e1b3b1971ac,main_general_game,종합 게임,종합 게임,97.6,음악/노래,1.8,고전 게임,0.5,true,gg_primary,unknown,not_collected,1695.4,10,1.0,3238.0,87,10,8.0,5,5,8.2,2,2,105,105,13,False,False,False,False,False,0.1149,0.0115,1.91,10.0,67,False,False,False,True,,10-15,2026-06-14T18:02:06.415Z,False,robustness_only,recent_median,23,0.217,False
눈눈e,naverchzzk,7f7db00b1c928138ab6dc9bea54fe6e7,https://chzzk.naver.com/live/7f7db00b1c928138ab6dc9bea54fe6e7,main_general_game,월드 오브 워크래프트: 한밤,월드 오브 워크래프트: 한밤,46.9,리그 오브 레전드,22.7,패스 오브 엑자일 2,11.3,true,multi_game,unknown,not_collected,499.0,20,5.0,2664.0,431,23,18.0,8.0,5,7.0,3.0,2,136,134,11,False,False,False,False,False,0.0464,0.0116,5.34,4.0,76,False,False,False,True,,16-20,2026-06-14T18:04:22.765Z,False,robustness_only,recent_median,23,0.217,False
한량1234,naverchzzk,e07132edf9666b26dda526d35e1a112e,https://chzzk.naver.com/live/e07132edf9666b26dda526d35e1a112e,main_general_game,종합 게임,종합 게임,81.8,어센드투제로,18.2,,0,true,gg_primary,unknown,not_collected,728.1,12,3.0,2507.0,469,10,9.0,6.0,5,7.0,3.0,3,102,102,13,False,False,False,False,False,0.0256,0.0064,3.44,4.0,20,False,False,False,False,,10-15,2026-06-14T18:05:12.445Z,False,robustness_only,recent_median,23,0.217,False
사자모리,naverchzzk,4941738cb274798344dacfefd92837c9,https://chzzk.naver.com/live/4941738cb274798344dacfefd92837c9,main_general_game,종합 게임,종합 게임,75.7,카르마 : 더 다크 월드,12.1,로보캅: 로그 시티,8.2,true,gg_primary,unknown,not_collected,976.6,11,2.0,2361.0,332,11,9.0,6.0,5,9.8,3.0,1,108,108,13,False,False,False,False,False,0.0331,0.006,2.42,5.5,13,False,False,False,False,,10-15,2026-06-14T18:05:58.191Z,False,robustness_only,recent_median,23,0.217,False
호미호,naverchzzk,6c127c5accc3583f127a48b6242b5854,https://chzzk.naver.com/live/6c127c5accc3583f127a48b6242b5854,main_general_game,단간론파: 희망의 학원과 절망의 고교생,단간론파: 희망의 학원과 절망의 고교생,26.1,talk,24,역전재판 123 나루호도 셀렉션,18.3,true,multi_game,unknown,not_collected,674.5,12,2.0,2021.0,88,8,7.0,4,5,7.4,2,2,69,69,13,False,False,False,False,False,0.1364,0.0227,3.0,6.0,28,False,False,False,False,,10-15,2026-06-14T18:09:16.811Z,False,robustness_only,recent_median,23,0.217,False
쿠마루,naverchzzk,2fb957ea5f98e2d5b3a95d2d861e452c,https://chzzk.naver.com/live/2fb957ea5f98e2d5b3a95d2d861e452c,main_general_game,종합 게임,종합 게임,56.6,루나 어비스,8,에코 제너레이션 2,7.7,true,gg_primary,unknown,not_collected,599.1,10,3.0,1945.0,58,11,8.0,5.0,5,6.0,3.0,3,146,146,13,False,False,False,False,False,0.1724,0.0517,3.25,3.33,6,False,False,False,False,,10-15,2026-06-14T18:10:50.470Z,False,robustness_only,recent_median,23,0.217,False
폰루루 ㅣ PON RuRu,naverchzzk,b0de2c68613b549949fb1ab92c99995b,https://chzzk.naver.com/live/b0de2c68613b549949fb1ab92c99995b,main_general_game,종합 게임,종합 게임,87.2,talk,12.8,,0,true,gg_primary,unknown,not_collected,377.6,26,3.0,1291.0,295,182,13.0,6,5,7.4,3,1,91,91,13,True,False,False,False,False,0.0881,0.0102,3.42,8.67,54,False,False,False,True,,21-30,2026-06-14T18:20:17.259Z,False,robustness_only,recent_median,23,0.217,False
강사라,naverchzzk,3957fa4509ce5677e403dd3589539cd4,https://chzzk.naver.com/live/3957fa4509ce5677e403dd3589539cd4,main_general_game,종합 게임,종합 게임,34.3,할로우 나이트,33.9,talk,14.3,true,gg_primary,unknown,not_collected,365.5,14,3.0,1257.0,67,8,6.0,3.0,5,8.0,1.0,2,114,114,13,False,False,False,False,False,0.209,0.0448,3.44,4.67,26,False,False,False,False,,10-15,2026-06-14T18:20:52.118Z,False,robustness_only,recent_median,23,0.217,False
쏠라쏠,naverchzzk,918c535c7927e9b9c55888f0ce96dd22,https://chzzk.naver.com/live/918c535c7927e9b9c55888f0ce96dd22,main_general_game,이터널 리턴,이터널 리턴,55.4,명조:워더링 웨이브,30.4,승리의 여신: 니케,8.9,true,multi_game,unknown,not_collected,257.0,20,4.0,1210.0,128,21,13.0,5.0,5,9.6,2,2.0,74,74,13,False,False,False,False,False,0.1562,0.0312,4.71,5.0,41,False,False,False,False,,16-20,2026-06-14T18:21:52.292Z,False,robustness_only,recent_median,23,0.217,False
남다늘,naverchzzk,8c775cf679c80956cfd5c59581a17379,https://chzzk.naver.com/live/8c775cf679c80956cfd5c59581a17379,main_general_game,퍼펙트 펜슬,퍼펙트 펜슬,42.9,다크 팰즈: 더 퍼스트 플로어,28.6,셰프 나이트,21.4,true,multi_game,unknown,not_collected,329.1,11,3.0,1097.0,334,30,18.5,4.0,5,17.4,2.0,2,53,52,13,False,False,False,False,False,0.0329,0.009,3.33,3.67,42,False,False,False,False,,10-15,2026-06-14T18:24:42.197Z,False,robustness_only,recent_median,23,0.217,False
타 에,naverchzzk,9dec7e73e94a2b1f98343a714a3ceec9,https://chzzk.naver.com/live/9dec7e73e94a2b1f98343a714a3ceec9,main_general_game,종합 게임,종합 게임,26,원신,25.6,이터널 리턴,18.3,true,gg_primary,unknown,not_collected,514.4,11,2.0,1053.0,70,12,8.0,5.0,5,7.4,1.0,1,110,110,13,False,False,False,False,False,0.1571,0.0286,2.05,5.5,51,False,False,False,True,,10-15,2026-06-14T18:26:15.244Z,False,robustness_only,recent_median,23,0.217,False
빵태 Bbangtae,naverchzzk,5d0f33edf74e8b0be150c1b1463b7a73,https://chzzk.naver.com/live/5d0f33edf74e8b0be150c1b1463b7a73,main_general_game,더 롱 다크,더 롱 다크,24.8,종합 게임,24,talk,19.4,true,multi_game,unknown,not_collected,581.5,16,1.0,793.0,110,12,8.7,4.5,5,7.8,1,1.0,89,88,13,False,False,False,False,False,0.1455,0.0091,1.36,16.0,85,False,False,True,True,,16-20,2026-06-14T18:38:35.195Z,False,robustness_only,recent_median,23,0.217,False
안인성,naverchzzk,699c3aa0748f8d6db2c33e24529a5913,https://chzzk.naver.com/live/699c3aa0748f8d6db2c33e24529a5913,main_general_game,명조:워더링 웨이브,명조:워더링 웨이브,67.4,연운,22.8,왕좌의 게임: 킹스로드,4.9,true,multi_game,unknown,not_collected,338.3,10,2.0,757.0,365,13,10.0,6.0,5,9.0,2,2.0,114,114,13,False,False,False,False,False,0.0274,0.0055,2.24,5.0,47,False,False,False,False,,10-15,2026-06-14T18:40:23.492Z,False,robustness_only,recent_median,23,0.217,False
리핀선장,naverchzzk,ed0aea7f5e705779effa3dd4ca29f6c8,https://chzzk.naver.com/live/ed0aea7f5e705779effa3dd4ca29f6c8,main_general_game,에이펙스 레전드,에이펙스 레전드,37.5,발로란트,31.3,talk,18.8,true,multi_game,unknown,not_collected,170.0,11,4.0,696.0,334,8,6.0,3,5,6.4,2,2.0,94,93,13,False,False,False,False,False,0.0329,0.012,4.09,2.75,12,False,False,False,False,,10-15,2026-06-14T18:45:26.294Z,False,robustness_only,recent_median,23,0.217,False
성피아,naverchzzk,bf6242a2b184b97aebc9142ef7ba00fd,https://chzzk.naver.com/live/bf6242a2b184b97aebc9142ef7ba00fd,main_general_game,종합 게임,종합 게임,99.3,유희왕 마스터 듀얼,0.7,,0,true,gg_primary,unknown,not_collected,3956.1,34,1.0,5949.0,61,22,7.0,4,4,11.8,1.0,1.0,119,119,13,False,False,False,False,False,0.5574,0.0164,1.5,34.0,73,False,False,False,True,,31-40,2026-06-14T17:57:27.331Z,False,robustness_only,recent_median,23,0.174,False
오인용혁군,naverchzzk,9fe1c03dc47a18c4797e05914b9e3fdc,https://chzzk.naver.com/live/9fe1c03dc47a18c4797e05914b9e3fdc,main_general_game,리그 오브 레전드,리그 오브 레전드,37.4,에이펙스 레전드,34.5,메이플스토리 월드,8.7,true,multi_game,unknown,not_collected,2289.7,12,2.0,5536.0,720,43,20,7,4,6.4,2,2.0,143,141,13,False,True,False,False,False,0.0167,0.0028,2.42,6.0,73,False,False,False,True,,10-15,2026-06-14T17:57:48.003Z,False,robustness_only,recent_median,23,0.174,False
서시 seosi,naverchzzk,9b33830ece658041fb6f8b95064085f1,https://chzzk.naver.com/live/9b33830ece658041fb6f8b95064085f1,main_general_game,이환,이환,51.2,워크래프트3,22.1,워크래프트 III : 프로즌 쓰론,15.7,true,multi_game,unknown,not_collected,1164.0,14,3.0,4647.0,117,10,7.0,4,4,8.2,2.0,1.5,110,107,13,False,False,False,False,False,0.1197,0.0256,3.99,4.67,24,False,False,False,False,,10-15,2026-06-14T17:58:53.671Z,False,robustness_only,recent_median,23,0.174,False
자몽뀨1,naverchzzk,e6a8499d7927c251dde2dab5bb929132,https://chzzk.naver.com/live/e6a8499d7927c251dde2dab5bb929132,main_general_game,종합 게임,종합 게임,100,아레나 브레이크아웃,0,PUBG: 배틀그라운드,0,true,gg_primary,unknown,not_collected,1872.9,17,2.0,4567.0,357,12,10.0,6,4,5.4,2,1,107,107,13,False,False,False,False,False,0.0476,0.0056,2.44,8.5,72,False,False,False,True,,16-20,2026-06-14T17:59:14.399Z,False,robustness_only,recent_median,23,0.174,False
방구석매니아,naverchzzk,5a049e2cbe2054689d64c45e11960ee4,https://chzzk.naver.com/live/5a049e2cbe2054689d64c45e11960ee4,main_general_game,종합 게임,종합 게임,56.3,마인크래프트,31.3,talk,10.9,true,gg_primary,unknown,not_collected,567.6,12,3.0,2163.0,364,14,11.0,6.0,4,5.4,2.5,2,118,118,13,False,False,False,False,False,0.033,0.0082,3.81,4.0,37,False,False,False,False,,10-15,2026-06-14T18:07:57.938Z,False,robustness_only,recent_median,23,0.174,False
눈꽃,naverchzzk,3aaea9e69f6e0386c263d7e3b7d16cb5,https://chzzk.naver.com/live/3aaea9e69f6e0386c263d7e3b7d16cb5,main_general_game,종합 게임,종합 게임,100,talk,0,,0,true,gg_primary,unknown,not_collected,587.9,18,3.0,2132.0,424,25,18.5,9,4,6.8,3,2.0,111,111,13,False,False,False,False,False,0.0425,0.0071,3.63,6.0,56,False,False,False,True,,16-20,2026-06-14T18:08:12.645Z,False,robustness_only,recent_median,23,0.174,False
달은월,naverchzzk,9cbe916ecffef79701d8acd3ce881067,https://chzzk.naver.com/live/9cbe916ecffef79701d8acd3ce881067,main_general_game,종합 게임,종합 게임,42.1,talk,22.4,스타크래프트 II : 자유의 날개,18.7,true,gg_primary,unknown,not_collected,636.4,28,2.0,1582.0,203,11,7.0,4,4,8.6,2,2,99,99,13,False,False,False,False,False,0.1379,0.0099,2.49,14.0,23,False,False,False,False,,21-30,2026-06-14T18:15:29.844Z,False,robustness_only,recent_median,23,0.174,False
김베아123,naverchzzk,fb617638ccce6c41b84951c4226401b2,https://chzzk.naver.com/live/fb617638ccce6c41b84951c4226401b2,main_general_game,아이온2,아이온2,70.9,파이널판타지14,26.7,종합 게임,2.3,true,multi_game,unknown,not_collected,519.9,11,2.0,1529.0,231,23,12.6,7,4,11.0,3,2,129,129,13,False,False,False,False,False,0.0476,0.0087,2.94,5.5,21,False,False,False,False,,10-15,2026-06-14T18:16:18.452Z,False,robustness_only,recent_median,23,0.174,False
windowxz,naverchzzk,2811c205066dae97aed8066a1cd93dbc,https://chzzk.naver.com/live/2811c205066dae97aed8066a1cd93dbc,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,656.0,13,2.0,1367.0,33,7,5.3,3,4,6.4,1,2,55,55,13,False,False,False,False,False,0.3939,0.0606,2.08,6.5,15,False,False,False,False,,10-15,2026-06-14T18:19:01.144Z,False,robustness_only,recent_median,23,0.174,False
시 네 진,naverchzzk,e27cfcc175f0660608b84a3b6e15b532,https://chzzk.naver.com/live/e27cfcc175f0660608b84a3b6e15b532,main_general_game,종합 게임,종합 게임,70.3,talk,21.9,에이지 오브 미쏠로지: 리톨드,7.8,true,gg_primary,unknown,not_collected,495.4,11,2.0,1064.0,66,10,8.0,4,4,5.0,2.0,1,77,77,13,False,False,False,False,False,0.1667,0.0303,2.15,5.5,41,False,False,False,False,,10-15,2026-06-14T18:25:46.303Z,False,robustness_only,recent_median,23,0.174,False
융 쁘,naverchzzk,6fa642f360b30e5aeac2c64bee50a52c,https://chzzk.naver.com/live/6fa642f360b30e5aeac2c64bee50a52c,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,645.6,11,1.0,935.0,19,11,6.5,4,4,7.4,3.0,1,71,71,13,False,False,False,False,False,0.5789,0.0526,1.45,11.0,27,False,False,False,False,,10-15,2026-06-14T18:31:04.198Z,False,robustness_only,recent_median,23,0.174,False
Starboard 우현,naverchzzk,62e770099123a26ef4cf832c16a0e41e,https://chzzk.naver.com/live/62e770099123a26ef4cf832c16a0e41e,main_general_game,종합 게임,종합 게임,57.8,메이플스토리 월드,26.1,더 디비전 리서전스,12.4,true,gg_primary,unknown,not_collected,243.3,13,3.0,825.0,169,15,10.0,5,4,10.0,2,2,131,131,13,False,False,False,False,False,0.0769,0.0178,3.39,4.33,39,False,False,False,False,,10-15,2026-06-14T18:36:28.503Z,False,robustness_only,recent_median,23,0.174,False
쵸매,naverchzzk,543ed8455bb3adb53a21f8d2ea951fcb,https://chzzk.naver.com/live/543ed8455bb3adb53a21f8d2ea951fcb,main_general_game,종합 게임,종합 게임,33.3,서브노티카 2,33.3,노움 강도단,12.2,true,gg_primary,unknown,not_collected,300.4,10,2.0,740.0,96,9,8,5,4,5.4,2,2,81,81,13,False,False,False,False,False,0.1042,0.0208,2.46,5.0,19,False,False,False,False,,10-15,2026-06-14T18:41:42.568Z,False,robustness_only,recent_median,23,0.174,False
윤디v,naverchzzk,4d4e97af1510827395c4e3a012ad01e4,https://chzzk.naver.com/live/4d4e97af1510827395c4e3a012ad01e4,main_general_game,명조:워더링 웨이브,명조:워더링 웨이브,47.3,검은사막,15.4,종합 게임,15,true,multi_game,unknown,not_collected,422.6,10,1.0,695.0,134,16,9.0,5.0,4,5.4,2,1.0,144,144,13,False,False,False,False,False,0.0746,0.0075,1.64,10.0,16,False,False,False,False,,10-15,2026-06-14T18:45:34.656Z,False,robustness_only,recent_median,23,0.174,False
