source_collection_sha256,absence_source,count
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,arthur_collection_failed,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,charles_not_found,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,target_absent,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,undetermined,0
