source_collection_sha256,field,present,absent
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,broadcast_rows,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,channels_with_history,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,history_rows_per_channel_max,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,history_rows_per_channel_min,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,metrics_missing_follower_count,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,metrics_rows,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,missing_required_history_rows,0,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,target_count,0,0
