source_collection_sha256,absence_source,count
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,arthur_collection_failed,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,charles_not_found,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,target_absent,0
77c89ed68481081d19e2fef9e6dd6b409afd880c08131ece0d93305750ce992a,undetermined,0
