layer,name,channelId,follower,point,peak_rank,avg_rank,vs_rank,hours_45d,peak_45d,avg_45d,viewership_45d,conv_rate_pct,efficiency,retention_pct
C,유리리,29a1ed5c0829fa620fab900dba7e011b,8506,305.8,317,310,296,209.0,274,69.3,14493.4,0.81,1.7039,25.29
C,하 쁘,79bc9b927d5c187f9d8fa5a56b194c37,7395,284.2,371,311,214,297.3,219,69.3,20610.0,0.94,2.787,31.64
C,리니링,e886895bafc3e32f446246f8d1f25ba6,9288,267.4,313,312,200,329.8,280,69.3,22854.3,0.75,2.4606,24.75
C,두부잼 Doobu,727dc37279f22918f1291a9deecd57a3,1852,405.2,482,313,459,123.9,145,69.3,8585.6,3.74,4.6359,47.79
C,삿땅 Sattan,cdedd10b0a6c0c007a028a4f15c82ad1,2055,396.8,466,314,445,127.9,153,69.0,8829.4,3.36,4.2965,45.1
C,이나로 NARO,bfb62548021602bfa600e91a55adee2a,1554,341.0,429,316,322,182.2,170,68.9,12556.7,4.43,8.0802,40.53
C,먀 리린,0791ae0a49927a2a6719addcedfdac4f,3427,458.0,720,317,468,120.9,93,68.9,8330.9,2.01,2.431,74.09
C,하루나엘,3d11f301d71cce5bcd1e96bbaec314be,5071,300.0,324,318,270,233.4,266,68.8,16057.0,1.36,3.1664,25.86
C,눈트끼,291b98d4a26536116f5117b943dac524,1980,328.4,570,320,216,295.8,119,68.6,20293.2,3.46,10.2491,57.65
C,아홀로 루파,3e948667805e7627459a599018d05853,4692,402.2,399,323,483,119.5,182,67.5,8072.1,1.44,1.7204,37.09
C,옙히,c4878eb1447abb88829430d16791aa94,4217,284.2,343,324,215,303.7,250,67.5,20499.6,1.6,4.8612,27.0
C,나나링 Nanaring,182d27a710b9dd25fa20172999184ec8,8357,366.2,545,325,318,191.3,126,67.4,12894.8,0.81,1.543,53.49
C,대지킹,c0c5a89fb63a7b973fe1142d7b3d1751,4762,374.8,598,327,311,201.4,113,67.2,13527.7,1.41,2.8408,59.47
C,뿌요 PPUYO,c8ce4df6e6cf691f05df554739ad05ed,2265,292.4,194,328,306,206.0,461,67.0,13801.5,2.96,6.0934,14.53
C,딸 라,1b72f1d611d7567b000ebb868cdd112b,1861,250.6,213,329,191,367.1,417,66.5,24409.2,3.57,13.1162,15.95
C,세잠,09918cdeb675f93b76ab35ca5e1633af,3117,277.0,115,330,305,209.3,966,66.3,13873.3,2.13,4.4509,6.86
C,티아나 스이,8f3661d67e49f0b84736059952d59f06,6952,318.8,410,331,261,253.2,177,66.3,16780.1,0.95,2.4137,37.46
C,어스레,faf14a6390ed00ef73aa5bc06db32c5d,5968,399.6,422,332,456,131.2,173,65.9,8651.1,1.1,1.4496,38.09
C,R아렌,29573c033c726c2e8aeda78e3a8882a6,3092,402.2,527,334,408,153.4,132,65.6,10059.4,2.12,3.2534,49.7
C,유히히,23a96c7728efd75092e69befd8d3630d,6035,257.6,190,337,212,323.3,479,65.1,21038.8,1.08,3.4861,13.59
C,에이챙,1a84e42602fb493fef2ae998947a8782,2306,277.2,136,338,287,230.6,783,65.0,14982.2,2.82,6.4971,8.3
C,레아나 Reana,dcf8337aa57ed257b1c76bafbdb5c054,13673,360.4,356,339,384,162.2,234,64.9,10532.0,0.47,0.7703,27.74
C,감쏘야,05ed3d1a39842c054856aa9b3b29ef18,5699,317.6,212,340,348,176.1,418,64.9,11426.1,1.14,2.0049,15.53
C,케이사구,bd8ea6e410898451b78bf9445a7642c8,1146,480.4,556,341,582,102.4,122,64.9,6643.9,5.66,5.7975,53.2
C,이로은,f5c058c445257fa60fc75f91d52712fc,7591,342.8,356,342,337,183.8,234,64.6,11870.2,0.85,1.5637,27.61
C,해은해은,52dd0f8efdfaed33c881b3da9c74788a,1277,306.4,276,344,284,238.9,322,64.1,15320.6,5.02,11.9973,19.91
C,민지b,897fa2922e9ecb01471ffd2acf57d66e,2108,390.0,448,345,406,157.7,160,64.0,10092.5,3.04,4.7877,40.0
C,깅나리,c9392bfbbb1e52a3d022ed9b71c4a60f,4002,308.2,297,347,275,248.1,306,63.7,15809.1,1.59,3.9503,20.82
C,여 링,d906aed58ea1c8e82fbf6ab4c6110649,6970,352.6,247,348,410,157.4,359,63.7,10019.0,0.91,1.4374,17.74
C,미사키 하루,9f7467f5f3dfa4ea3dcef2962187d6a2,6152,332.6,395,349,285,241.5,184,63.4,15320.0,1.03,2.4902,34.46
C,리유 Re You,dd0c8399708b2a4f183ecca14e7175c1,12161,353.0,313,351,375,172.7,280,62.9,10865.5,0.52,0.8935,22.46
C,시아 이르엘린,93e5e28013a8ab45c1a09fc5ae6135d1,3273,355.2,472,352,300,226.7,149,62.8,14242.0,1.92,4.3514,42.15
C,푸후,2cf1367e97d68909b024b368d2c4683c,10180,288.0,324,353,205,355.0,266,62.7,22253.0,0.62,2.186,23.57
C,흑영랑,d0c1e0c1fee95ce6c30633365ff14851,738,334.2,287,354,338,189.8,314,62.3,11832.0,8.44,16.0325,19.84
C,양메이,f1869f490ddd660c420b2f57c649e6bb,8356,371.0,489,356,327,199.7,144,62.3,12431.5,0.75,1.4877,43.26
C,이삼둥,4385ebf9aa154e1bdd55fd12b0039912,4265,432.2,553,358,446,142.3,124,61.8,8791.1,1.45,2.0612,49.84
C,구차뉴,6a972320db5b67b982bfef2780dd9194,3249,398.0,478,360,396,167.4,146,61.2,10242.8,1.88,3.1526,41.92
C,코리수,d6ca483312eb96b9323c3283eaec6516,13612,419.0,567,361,403,167.3,120,60.5,10128.8,0.44,0.7441,50.42
C,미네르 Mineru,aa6e91dc838cdf50996ffdb86f5854be,5390,362.2,401,363,342,195.5,181,60.1,11744.6,1.12,2.179,33.2
C,너나비,a035fc7c8bdd74d644aa134c38619513,2214,355.4,285,364,382,178.9,315,59.9,10716.6,2.71,4.8404,19.02
C,지새기,6090bbd23b8dab8ffd1844ba71219104,2451,409.4,307,365,505,127.8,292,59.5,7610.2,2.43,3.1049,20.38
C,오피셜 김청단,9858262504d05971ee57b44f708ab57e,1815,425.8,603,366,397,172.0,112,59.5,10239.2,3.28,5.6414,53.12
C,새우 새우,90052ce3203b1a6edfddbaf88b759e66,13688,411.0,411,367,455,145.5,176,59.5,8661.2,0.43,0.6328,33.81
C,호하리 Hohari,437789ebfd9ac58804f1d38281bf03b2,5166,389.8,567,368,323,210.7,120,59.5,12532.6,1.15,2.426,49.58
C,쿠미르,147592553d18fd240ed2b132f9f3be57,3405,362.8,556,371,258,286.5,122,59.3,16975.5,1.74,4.9855,48.61
C,초다양 CHODAYANG,74e041007660d7195b1d784839716cb8,2338,410.4,590,372,359,189.1,114,59.1,11173.7,2.53,4.7792,51.84
C,에린 ERYN,931a442763cbc01cc2d88af283b9781d,1333,429.0,381,373,509,129.3,196,58.6,7572.4,4.4,5.6807,29.9
C,아사미야 나오,3001c37f75cbf22525da511c05172c5e,5458,343.2,182,374,393,176.2,492,58.4,10295.0,1.07,1.8862,11.87
C,꿀멩이,6d19acd7aee6783ede66bbb1261381a5,9684,373.4,425,375,346,197.4,172,58.0,11450.0,0.6,1.1824,33.72
C,이플린,bb09c3d77aedaee9c38144d106dd48dd,6259,358.0,340,376,349,196.6,253,57.9,11386.0,0.93,1.8191,22.89
C,시롤 SYROLL,d6cd7a188322ab140704593e591013ae,1044,344.4,372,377,298,249.5,217,57.8,14420.3,5.54,13.8125,26.64
C,잉요ing,93e2d40bc923bbd76fe36ca49eb5ab08,1248,418.0,654,379,339,205.4,101,57.5,11808.6,4.61,9.462,56.93
C,헛소리0403,eeed421f9cb067c68f5a256313f5b80b,12080,411.0,521,380,387,181.4,133,57.3,10395.1,0.47,0.8605,43.08
C,앵차루,5aa661567c8c14713a164759d21c036d,1353,476.8,462,382,579,116.2,155,57.2,6647.6,4.23,4.9132,36.9
C,윤리즈,6fb7f73dcb20077d77e6e053d0362228,5354,301.6,316,383,213,369.3,278,56.8,20980.4,1.06,3.9186,20.43
C,서논,acb6aedb439d58a73480f01f4b2456c7,3424,420.0,532,384,400,178.7,130,56.8,10149.5,1.66,2.9642,43.69
C,쟈미쨩,e0274a3a59f75085945727217968968d,3595,424.0,686,385,332,216.8,97,56.5,12242.9,1.57,3.4055,58.25
C,헤일라 미러,e0488306bfb284fc5d43f84af4a59ce4,1481,532.0,590,386,649,104.9,114,56.3,5910.7,3.8,3.991,49.39
C,플레디 PLEDDY,51211b5f8f3fe094f3740780aea32db0,3894,392.8,256,387,467,148.5,342,56.2,8345.5,1.44,2.1432,16.43
C,온하얀 ONHAYAN,91caa53fc6cf5ee3cdbc802bd23bf155,4152,434.0,570,389,411,178.6,119,56.0,10001.1,1.35,2.4087,47.06
C,솔씨 solssi,79e2928a3fad4b8200f33c3dee6799dc,2227,407.8,305,390,477,145.5,295,55.9,8132.6,2.51,3.6518,18.95
C,냐코냥,d74c1153ae31557d9065303a08d6f5cf,6124,418.4,620,391,345,205.7,110,55.8,11485.0,0.91,1.8754,50.73
C,쿠뽀미,73fc52c403eb3485524c02e1a0f2e623,2205,389.4,129,392,517,134.8,818,55.6,7495.7,2.52,3.3994,6.8
C,옌룡 Yenryong,f49ebb4cc978594951f227badeb5a12c,20314,392.4,468,393,354,203.3,152,55.6,11296.6,0.27,0.5561,36.58
C,금진영,963d93f0e33be26b837171331b567b7e,2669,430.2,611,394,376,196.2,111,55.4,10862.2,2.08,4.0698,49.91
C,어화둥둥이,5c92903d370e18878dd4f38bbddc929c,11083,425.2,492,395,422,173.5,143,55.0,9550.0,0.5,0.8617,38.46
C,유미호 MiHo,44dae7a2b81746e217082f6ef7f81779,2416,366.6,515,396,263,303.8,135,55.0,16699.8,2.28,6.9122,40.74
C,숀쟝,981f18d74bceeb1972197209b7400fc4,19083,421.8,373,397,471,150.0,213,54.5,8168.8,0.29,0.4281,25.59
C,김띠모,053101af87b327b3e636353a7c4c4905,4696,367.2,590,398,225,364.0,114,54.2,19715.9,1.15,4.1984,47.54
C,루루엘 아스트리온,0bd59e5f864251961191315e9efecaf1,3048,338.4,350,399,272,296.6,240,53.9,16000.9,1.77,5.2496,22.46
C,호시에 제로,5786141997728cc2fcd660a15ef5f3af,4840,396.6,405,400,389,192.5,180,53.8,10353.8,1.11,2.1392,29.89
C,호앵 메로롱,c18e4d94b364804232f017f85e66299e,4993,422.6,383,403,462,157.4,194,53.5,8424.4,1.07,1.6872,27.58
C,이큐 EQue,74a2d3bb7aa1b0503e21bf58e61bfcc1,3868,436.2,629,404,372,204.2,108,53.5,10920.7,1.38,2.8233,49.54
C,이 렌,6ddd2ff1d43ae1e23e04e72409e40d84,5053,317.6,406,406,185,488.1,179,53.0,25891.5,1.05,5.124,29.61
C,믕비MeongBi,a872c0594e60f943748d76c565dd3a07,2362,456.4,512,407,478,153.3,136,53.0,8129.5,2.24,3.4418,38.97
C,므엥이,b5b18dc043cbf37ee67e4615687b8f77,9091,336.2,227,408,319,243.2,382,53.0,12890.7,0.58,1.418,13.87
C,김토키,fc1141b66bf941e151e467ceef713acc,13018,385.8,125,411,491,148.9,843,52.9,7871.3,0.41,0.6046,6.28
C,쿠크리 KUKRI,9e95bfd2c9295ffa6f60dcb1e227af62,1414,544.6,635,412,632,114.9,106,52.7,6053.5,3.73,4.2811,49.72
C,뵤 오,6086f17b054010b0657af00aff6e6d05,12520,339.8,425,413,224,375.1,172,52.6,19733.4,0.42,1.5762,30.58
C,쵸꾸미,f61107c04a4ae129873da5a5a25e2527,3655,447.0,385,414,511,143.9,192,52.5,7559.7,1.44,2.0683,27.34
C,안뉴이 네리,992d8915427e9f8fe7feb08742f95f1e,7763,356.6,287,415,333,231.1,314,52.4,12119.9,0.67,1.5612,16.69
C,김아이,6270b80533a0d60976d9cd5619024980,3113,504.0,330,416,679,106.1,259,52.4,5561.4,1.68,1.7865,20.23
C,쇼 카,1963bb156cd9a572916827d4fef7516e,2733,532.2,355,418,735,101.2,236,51.2,5180.0,1.87,1.8954,21.69
C,채이 chaei,b228271d41131108f4873dbf77bca0f7,3681,385.6,482,419,304,273.3,145,51.0,13938.7,1.39,3.7867,35.17
C,표커 pyoker,a8413275c3171b4404743683aebbd939,5405,577.8,741,420,654,115.0,90,51.0,5865.0,0.94,1.0851,56.67
C,유 식혜,6083cd428f4fe0a2c3c806917827e310,3475,407.8,457,421,370,214.9,156,51.0,10954.2,1.47,3.1523,32.69
C,청예솔,4052512f2144699acc25cabaa6780b1e,5143,408.2,651,422,273,311.5,102,51.0,15873.2,0.99,3.0864,50.0
C,로카 EroTiKa,216f493f2e25392dd67a7cbf79f263bb,1202,484.4,694,424,440,177.6,96,50.5,8960.9,4.2,7.455,52.6
C,따람지,491e397278e313b59c62b4526c1b4200,4236,380.6,567,425,243,353.9,120,50.4,17846.7,1.19,4.2131,42.0
C,루나냥,2dccdac2998bce6a95ab428179e9db48,5891,455.8,563,426,432,180.9,121,50.2,9083.2,0.85,1.5419,41.49
C,안제이,2c7bd68315677b7d67314235e136d058,2496,456.2,441,427,493,155.8,163,50.2,7817.2,2.01,3.1319,30.8
C,리 쯔,b361878b4700f18112f833bc5090fb73,3570,431.0,611,428,344,229.0,111,50.2,11485.9,1.41,3.2173,45.23
C,히 요,117a2373a4908717ddba745d6391978d,5637,514.0,686,429,513,152.0,97,49.6,7544.8,0.88,1.3384,51.13
C,모로이 모나 같이보기,f795b445d35db5ece3d1d614c1355def,2914,441.2,478,431,433,184.1,146,49.3,9078.6,1.69,3.1155,33.77
C,호로라 Horora,b54e6349785f789d10edc822c0ef4b89,1377,490.6,713,432,438,183.0,94,49.1,8994.1,3.57,6.5317,52.23
C,홍서월,227b431ef15d1085ba29f54b8a7048fd,7141,478.6,457,433,535,146.7,156,48.9,7171.5,0.68,1.0043,31.35
C,금결초,8da2cbae1c627fab3477abfdc9e119bc,4284,357.2,540,435,188,519.9,128,48.6,25271.3,1.13,5.899,37.97
C,포모나,82ece76b683398c8d8d5e2add3360f02,12016,336.8,278,436,267,336.8,320,48.4,16285.5,0.4,1.3553,15.12
C,쵸요링,e008490d3464797704feac3b9ad8fe67,4952,412.2,455,438,365,230.5,157,48.1,11083.8,0.97,2.2382,30.64
C,연하온,da098b7b6def60b21ba450c110bf5239,3081,462.4,390,440,521,154.8,187,47.9,7421.0,1.55,2.4086,25.61
C,키미도리 메로,33d58e8eb2014d6e6c5eb74dcc587ebd,14845,560.8,434,441,744,107.5,168,47.8,5139.6,0.32,0.3462,28.45
C,시노 레이,6636ac6dcac9c0b1e93b8259b8aced8d,1592,467.6,720,442,367,230.9,93,47.8,11037.3,3.0,6.933,51.4
C,꾸야에오,2f838d7918af82397837de6ea7b9715b,1608,469.0,563,443,448,185.3,121,47.2,8740.5,2.94,5.4356,39.01
C,고동백,7efc4ef99cec0b3d2cb5cd844903d282,592,366.6,351,444,297,308.9,239,46.7,14433.0,7.89,24.3801,19.54
C,김 츄,cd032bc69d4f683e3c645a8d3fc20d42,3275,614.2,749,447,714,115.2,89,46.3,5335.5,1.41,1.6292,52.02
C,SHIN 희범,60cc882aeddeef86f0bb738fd9e079f3,2294,545.0,351,450,737,112.1,239,46.2,5176.5,2.01,2.2565,19.33
C,카 일 리,a1e084f0c69d53fa135688f4911a04db,2794,414.4,584,454,290,324.9,115,45.9,14897.5,1.64,5.332,39.91
C,옥우,73d006ad5ed12000547433ed33a68247,2940,464.8,580,455,417,210.5,116,45.8,9648.3,1.56,3.2817,39.48
C,이비 EB,baba7db944bf727c82747e3fc2fa3c4d,2185,487.0,821,456,351,247.9,81,45.7,11333.1,2.09,5.1868,56.42
C,마리모O,10b7410e52f8040ec86ec36c90f8b508,6806,438.0,666,459,303,308.3,99,45.3,13959.7,0.67,2.0511,45.76
C,댕 키,aa37bbdad4f5f9097bbee2faa3e511f7,857,565.8,311,460,799,104.5,286,45.1,4715.2,5.26,5.502,15.77
C,류채경,d3feaaee7b98d56475dad56e9ab73827,9648,474.2,503,462,472,181.6,139,44.9,8156.2,0.47,0.8454,32.3
C,하루야 치에,474b909039b3944632e35acdfb217d3a,1198,383.2,482,463,254,379.5,145,44.9,17042.3,3.75,14.2256,30.97
C,레리리 RIRI,4ea75a0d255c7b40f5cbb2a350ea01b8,2711,448.8,654,464,331,274.0,101,44.9,12300.2,1.66,4.5371,44.46
C,문서희,be3d3c52d16ccb8ce8e5e33dca7f09a0,3529,428.8,584,465,315,291.3,115,44.8,13064.1,1.27,3.7019,38.96
C,시이야,5a9a50c3d7c5f5720b050e230d3306dc,6480,385.8,521,466,238,415.0,133,44.6,18497.2,0.69,2.8545,33.53
C,명칠,9d749360ce1c6c4bc0d59f0e6237e065,5381,577.8,889,467,533,161.3,74,44.5,7184.7,0.83,1.3352,60.14
C,마지텐 시아 Sia,7f5ce470dbc71195d99704422a02992b,1280,431.4,515,468,353,254.6,135,44.5,11327.6,3.48,8.8497,32.96
C,사야 세리카,4a372ebe1371e867cf160dcd4deeaf2c,1403,473.4,337,470,545,157.1,256,44.2,6945.7,3.15,4.9506,17.27
C,퀸슈아,00b3e3351b84827c73d78caba23fa238,6286,658.2,659,471,845,100.8,100,44.2,4454.3,0.7,0.7086,44.2
C,베르체 Verce,cc0a2ad99af54e3d49c3bcfa2ed7066c,1178,585.4,787,472,598,146.9,84,44.1,6473.7,3.74,5.4955,52.5
C,지원이어서오고,e613f09589340e95284ec220d90c4470,931,524.6,545,473,566,153.2,126,44.1,6749.0,4.74,7.2492,35.0
C,솔 아,28087efd3897d10dc58de6c6334f8110,1866,403.8,401,475,334,275.8,181,43.7,12050.7,2.34,6.458,24.14
C,로쥬마리,d7fcdd7413c90d58e81f4720273795b2,3734,407.6,470,476,308,312.6,151,43.6,13631.4,1.17,3.6506,28.87
C,일오 채널,97bf6a96e19616aba1a5f95e5dc0a901,2939,440.8,694,477,278,359.1,96,43.5,15638.1,1.48,5.3209,45.31
C,족제비와토끼,b20c3fe90315b3b88964dbe9dea7f27a,7595,446.2,549,478,363,255.7,125,43.5,11126.2,0.57,1.4649,34.8
C,좋은나날,37ac1f698a0c99c9341f8dc27e84b4f9,932,415.8,343,480,388,240.6,250,43.1,10375.8,4.62,11.1328,17.24
C,드얌,424db00719df9531e9e0534851725c6d,4840,468.4,796,481,292,341.7,83,43.0,14689.6,0.89,3.035,51.81
C,나팔뿝뿌,05fe6d7cecce71ac727f6b7124b05e29,3442,527.4,419,482,627,141.9,174,42.9,6091.8,1.25,1.7698,24.66
C,유다히,e630c27b3c51307c1a064213a4a000bd,2589,685.8,949,483,757,116.6,69,42.9,5001.6,1.66,1.9319,62.17
C,얀즈,0be2463dd64b33d112655a76cf6be7ea,5621,489.8,555,484,463,196.4,123,42.9,8420.1,0.76,1.498,34.88
C,서다흰,a9ce5b5e9afd1dfdf99df0ef228b7d1c,719,542.4,598,485,572,156.1,113,42.7,6672.5,5.94,9.2803,37.79
C,슬묘,48e5feb0e35749b750965c559b6590dd,1100,450.8,348,487,466,197.0,244,42.5,8380.5,3.86,7.6186,17.42
C,월야화랑,3553849193a26f157ba0b83d6ea1857d,3866,619.4,749,488,686,129.7,89,42.5,5516.5,1.1,1.4269,47.75
C,유 리앙,e0148650aafbdd530cec9b97251db8c5,4536,396.4,380,489,312,315.0,197,42.5,13391.9,0.94,2.9524,21.57
C,쨈하니,ba171336221a7fc1ac069b2fc7e7edaf,2836,542.4,694,491,518,175.8,96,42.5,7470.6,1.5,2.6342,44.27
C,스바루 Subaru,b770b78c6187e716e6b4530597e09522,2787,506.4,872,494,336,284.6,76,41.8,11892.3,1.5,4.2671,55.0
C,모리 Mori,67e3903479d8025e9df3e743e348de1d,2392,444.8,584,495,325,299.9,115,41.6,12469.8,1.74,5.2131,36.17
C,라망 Lamant,bef4ad50f587b53403bf5235d9aa7fcc,1893,700.2,949,496,780,116.7,69,41.5,4846.6,2.19,2.5603,60.14
C,이운비,5fb53f10e2fe2dfe77cb2cc007d63c42,1906,391.2,246,497,358,270.3,360,41.4,11191.0,2.17,5.8715,11.5
C,이토 제로,1162f959f6cc26814d16f5d364d43a06,1878,465.2,584,498,373,264.5,115,41.1,10873.1,2.19,5.7897,35.74
C,정레나,76ec1d49712f829dc5f1e485127a08fd,3869,537.8,521,499,585,161.6,133,40.8,6597.2,1.05,1.7051,30.68
C,10송,79d0b29819d33db4b3309584b789c4d6,1173,495.0,635,501,419,238.8,106,40.3,9629.6,3.44,8.2094,38.02
C,콘야 유메이,6c60ddcd83b2543a4a339a79fbdbb949,1032,441.6,584,502,310,337.3,115,40.2,13546.2,3.9,13.1262,34.96
C,망크빵,acbd664b89beaa522b1c65d1625e7340,2613,436.6,449,503,364,277.0,159,40.1,11111.8,1.53,4.2525,25.22
C,시공보이,afd12ea904a658d888db3a8353d6a160,425,630.2,603,504,770,121.8,112,40.1,4882.6,9.44,11.4885,35.8
C,차차엘,1222205011fdd76b663d7b082effcc38,4303,422.8,574,505,265,411.3,118,40.0,16453.1,0.93,3.8236,33.9
C,와조킨치,1167f646012d19167d57243cb1d7d938,10179,562.6,741,506,530,180.9,90,39.9,7219.5,0.39,0.7093,44.33
C,별빛스즈,4a33d0caaecfe788df26c9d1e5abdaaf,775,634.6,901,507,629,153.0,73,39.7,6075.7,5.12,7.8396,54.38
C,꼼지라쿠,36a434c26b9da377a538a6e4b2b6f2c6,447,575.2,672,508,594,163.4,98,39.7,6488.3,8.88,14.5152,40.51
C,아세비,374eb60afe2276c834bb0a8005a1e390,4654,597.6,796,509,587,165.7,83,39.5,6544.4,0.85,1.4062,47.59
C,아리스마나,dc132ee274a3c2034db4e6e188aa4bed,9208,494.0,542,512,452,220.9,127,39.4,8702.5,0.43,0.9451,31.02
C,카루메,8f1942d6145656362a585633bc646e53,2733,421.6,300,513,391,263.6,301,39.1,10313.8,1.43,3.7738,12.99
C,꽃분홍,354a21d5de27d11b47be0ec8008a89ce,1148,568.6,787,516,512,193.8,84,39.0,7553.8,3.4,6.58,46.43
C,냐페르,5d6a0908bb4eac47f3d839cbffe60961,623,619.0,549,517,756,128.8,125,39.0,5018.8,6.26,8.0559,31.2
C,김네네1,07b9e4102fb92e546a3aff932babea08,472,608.4,474,518,766,126.2,148,38.9,4907.8,8.24,10.3979,26.28
C,반팽,f36366e55da4225c6e1512e5cffffb28,305,587.0,503,519,697,140.7,139,38.8,5460.6,12.72,17.9036,27.91
C,세레나 Serena,4719905f955b76f5a7e741fa81f6ae1a,707,518.6,515,520,519,193.8,135,38.5,7469.1,5.45,10.5645,28.52
C,차니0110,531a13d0f6e13972eb37775768d1410d,1864,525.8,839,521,374,282.4,79,38.5,10872.6,2.07,5.8329,48.73
C,루아 블루벨,c84df61388f2c2bb8afac273bfd4d90b,2123,516.8,672,522,434,235.4,98,38.5,9061.6,1.81,4.2683,39.29
C,갈 구 리,4f8439f250042ac377b903cda29b150f,2399,723.6,1048,523,762,128.3,62,38.4,4933.0,1.6,2.0563,61.94
C,온유 ONUU,fcb753fcb6007b1fd8a1275562a31b11,1646,466.6,563,524,361,290.6,121,38.4,11150.3,2.33,6.7742,31.74
C,마나세 냐쿠,2971340b547cf76dad2876252f2204f7,735,553.8,831,525,444,230.4,80,38.4,8838.1,5.22,12.0246,48.0
C,서몽 ILLUSION LIVE,7a54f99072535a6976b2a43cf5a4d26a,3560,562.6,839,526,461,220.5,79,38.3,8438.8,1.08,2.3704,48.48
C,카야 KAYA777,960e31e711e3cc40c506e4ad8208620a,927,651.6,1032,527,586,172.3,63,38.2,6580.1,4.12,7.0983,60.63
C,치쿠사마,8b827c26630c78a3103f7edace82e66a,911,490.2,635,528,380,283.5,106,37.9,10737.2,4.16,11.7862,35.75
C,오츠 글라디우스,82502a15d0293caab3d8f90fb1713530,2534,601.0,629,529,659,154.3,108,37.8,5826.5,1.49,2.2993,35.0
C,미 츠,3c2e52138d5b7fd1c1b750df807b8fc0,2942,545.8,545,530,562,179.5,126,37.7,6775.5,1.28,2.303,29.92
C,feviknight 페비나이트,cfc5f779ee9d5c6c75bc3b3e821019a4,9228,688.4,434,531,973,100.2,168,37.7,3774.1,0.41,0.409,22.44
C,추봉이 Chub,0f1f0c0fe364b645ba99d8498160c87f,3465,716.0,808,533,853,116.8,82,37.6,4387.8,1.09,1.2663,45.85
C,백도화님,12b5a1a9d67d0a5c9f4e5bb1ed3d8d57,3299,604.6,611,534,672,151.9,111,37.6,5706.2,1.14,1.7297,33.87
C,플로라 코튼,07d0b756965acfb5fee4042f7ec180d0,1663,508.2,475,535,498,205.9,147,37.5,7729.7,2.25,4.648,25.51
C,뽀야치,b7274c0f22d28001a882b950d5a18404,798,468.2,729,537,269,433.5,92,37.4,16226.8,4.69,20.3343,40.65
C,먀 루,e7dd05e9358afe9aa4749b68f1221776,4405,449.2,312,538,429,244.3,284,37.4,9139.3,0.85,2.0748,13.17
C,아리엘 본즈,9b471d9f5b4de4eae9b06074b6214119,346,555.4,369,539,665,154.6,221,37.4,5779.0,10.81,16.7023,16.92
C,토다기,7e18f0af4b6bdb8d8629a89ade81acba,7771,609.2,520,540,723,140.4,134,37.3,5241.9,0.48,0.6745,27.84
C,밍쑨,69de50280ca6e99d48eff5f1d383fce6,2882,619.8,949,543,532,193.9,69,37.1,7197.1,1.29,2.4973,53.77
C,우사미 미유,dac66ac2fc9b0d075ca026b136341570,4021,514.0,482,544,500,208.1,145,37.0,7699.0,0.92,1.9147,25.52
C,토우 루체르나,eab61479d66b760507248cdb12c928db,2391,732.8,940,546,816,125.5,70,36.9,4626.7,1.54,1.935,52.71
C,지요시,8729b4ac10b8fb5b95f489f4c243b181,3722,552.4,808,547,430,247.5,82,36.8,9118.6,0.99,2.4499,44.88
C,유토링,105c19a2df33594abc805087f483eb1f,5451,415.2,260,548,360,303.0,337,36.8,11161.2,0.68,2.0476,10.92
C,뉴정,76f35e115d44da8d23d4369ee606dbaf,3693,558.4,852,549,421,260.0,78,36.8,9561.4,1.0,2.5891,47.18
C,전홀리,ecc04d89c41debfdcf44a127498877c7,3200,576.4,666,550,558,186.2,99,36.7,6841.6,1.15,2.138,37.07
C,온유 OnU,2f15b1272b730b79a43a0bddf3b5d1dd,4368,541.4,503,551,551,187.9,139,36.7,6895.9,0.84,1.5787,26.4
C,와타나베 치히로,d4fc89f1bd230269df6fd8871902c750,417,452.4,464,552,347,312.2,154,36.7,11443.7,8.8,27.4429,23.83
C,아마네 메이,9a7a3c0277c0732aa6a4a81bb4be1f19,1008,653.8,821,553,671,156.4,81,36.5,5710.9,3.62,5.6656,45.06
C,후쿠미,038a80933dc75a1373a45c1974972abf,3615,552.0,574,554,539,192.5,118,36.4,7014.6,1.01,1.9404,30.85
C,모다해,a57df5bebba78db17189b24b54d5a2e4,1798,569.6,406,555,666,157.6,179,36.4,5741.7,2.02,3.1934,20.34
C,아루네 arune,7edea32c0c19842f07c6a1e323a5b15a,1249,727.4,635,556,945,107.9,106,36.4,3927.7,2.91,3.1447,34.34
C,김더미,a1c82f5477f4c1c96ef409fc115a3e19,2438,656.0,986,558,589,180.1,66,36.2,6513.8,1.48,2.6718,54.85
C,임 설,1ddbc0a60a6a3289c2873ed6b43b20af,4047,493.8,635,560,357,310.1,106,36.1,11202.3,0.89,2.7681,34.06
C,아탕 Ahtang,c4355058a6bae351ca229b38c0db4a2c,2126,678.8,796,561,738,143.7,83,36.0,5176.1,1.69,2.4347,43.37
C,고다요,54cf8e05daaaa9577ad0f211d495dc95,2316,537.4,489,563,536,198.9,144,35.9,7147.4,1.55,3.0861,24.93
C,하야시 이로,1296a4df3696511c2239cf641cfd0fd0,3130,625.0,741,564,628,169.7,90,35.8,6078.8,1.14,1.9421,39.78
C,어짤,1b40bbae0ca59f99cd21cf6a1061699f,1100,518.2,515,565,473,227.9,135,35.8,8151.0,3.25,7.41,26.52
