layer,name,channelId,follower,point,peak_rank,avg_rank,vs_rank,hours_45d,peak_45d,avg_45d,viewership_45d,conv_rate_pct,efficiency,retention_pct
C,꼴리면자러감,48a7287b7387803823c221f02558b325,4051,499.6,598,567,383,301.5,113,35.5,10716.1,0.88,2.6453,31.42
C,강사라,2caa0a02ae68cd012c2a89e0191403c7,2967,581.2,796,569,486,225.1,83,35.5,7995.4,1.2,2.6948,42.77
C,HERA 헤라,b14e49789bae3c00b6b4c98d60ff036d,11894,494.4,196,570,568,189.7,456,35.5,6726.5,0.3,0.5655,7.79
C,나빈이양,2044b293380de23e5df1bb2b4b9407b1,861,604.8,482,572,699,154.4,145,35.3,5447.8,4.1,6.3273,24.34
C,한 이오,d218cfd63f788565fccee5483e74bb1f,687,568.4,584,573,556,194.4,115,35.3,6857.4,5.14,9.9817,30.7
C,라빈 라비린스,72540e0952096b201da89e667b70398b,3225,620.2,603,575,674,160.9,112,35.2,5660.2,1.09,1.7551,31.43
C,딴비딴비,cb23c90f33e6fb59276a787be3e372b8,3585,646.4,178,576,951,110.6,511,35.2,3889.7,0.98,1.085,6.89
C,아리랑털기,8cfb2bdebc91dabb9d54ac44714a9b48,744,491.0,149,577,576,189.3,669,35.1,6651.2,4.72,8.9398,5.25
C,미먀모 MIMYAMO,fb5a19da147bddf120d1c04bfb605ec2,1022,474.2,563,578,326,355.4,121,35.1,12457.4,3.43,12.1892,29.01
C,상여자루다,9525240500f8efc14d615cd7dc0e537c,2149,419.8,209,579,366,315.8,422,35.0,11052.5,1.63,5.1431,8.29
C,디아 나,a80a95f91626493613a7b1093002b26d,5175,625.0,881,580,542,200.0,75,34.9,6986.9,0.67,1.3501,46.53
C,오스카 Oscar,c02efcf40df6fcdc0c0a7f611a0937fb,571,648.4,1032,581,524,210.1,63,34.9,7322.2,6.11,12.8235,55.4
C,사이네코 코나타 Wishing,dc5a830020254936843b8afeed98949f,4862,834.0,1066,583,969,108.9,61,34.8,3791.1,0.72,0.7797,57.05
C,나을 Naeul,34dd8435552bd6739e7158f7762705b8,2945,669.0,741,584,718,152.6,90,34.7,5292.6,1.18,1.7971,38.56
C,히라뀽,79fbb3f5195aad2d11f76c6b5535dc02,3242,463.2,390,585,378,312.3,187,34.7,10829.5,1.07,3.3404,18.56
C,셀레스,b164ebbfdc276d3d77505d6912b5843b,1542,660.0,756,587,685,160.1,88,34.6,5532.1,2.24,3.5876,39.32
C,뮤리벨렌,92bfebace004726ea337b3b911f579fe,3061,497.2,438,588,436,261.5,166,34.6,9035.3,1.13,2.9517,20.84
C,베르 Beru,ebba663909ecfe3ddd8221a77551ecb7,931,710.2,889,590,741,149.8,74,34.4,5154.9,3.69,5.5369,46.49
C,코 코 님,35950f5be185ea41d70dd3096fef17f2,747,557.6,620,592,492,228.1,110,34.4,7838.5,4.61,10.4933,31.27
C,소히 SOHEE,288f7aafe3877bb18a4aacced0467667,6456,590.2,377,593,694,159.7,198,34.3,5476.1,0.53,0.8482,17.32
C,별 연,c57ab4efaf2548f27214834daeb5c901,5199,488.4,406,594,424,274.6,179,34.0,9344.2,0.65,1.7973,18.99
C,초깨비,58fbc220638009db28385db1112d22df,6203,601.0,627,595,594,190.7,109,34.0,6488.3,0.55,1.046,31.19
C,린시,54bdb327ed6039db869d15b0e5eec394,3651,661.0,603,597,754,149.2,112,33.8,5035.9,0.93,1.3793,30.18
C,슬히찡,8714050e915c2e7cd5d551756fd3dbb5,1770,496.4,672,598,307,409.0,98,33.7,13782.3,1.9,7.7866,34.39
C,테 테,af51552244c8bdc6d3a8202303554377,1645,596.2,729,599,527,216.0,92,33.7,7269.6,2.05,4.4192,36.63
C,탐랑,fc62be23517b28eb8c554370aa1eca56,3880,844.8,1118,600,953,115.4,58,33.6,3881.4,0.87,1.0004,57.93
C,쏭이,0bdd2da7d5dd4c68b00fb6471ab36809,2055,524.8,570,601,426,277.0,119,33.5,9293.1,1.63,4.5222,28.15
C,야시로 YASIRO,d6e680f5b17eba0b078f978dd722c0f3,3703,598.6,913,603,437,269.0,72,33.5,9013.8,0.9,2.4342,46.53
C,연 구 대 상,d56bc5b907556633e6499b3e3f5a2b08,3240,644.4,808,604,603,191.1,82,33.5,6396.0,1.03,1.9741,40.85
C,미나토 히토리,50f557a43a5c19517243a2271882c249,2216,545.6,590,605,464,252.2,114,33.4,8414.9,1.51,3.7973,29.3
C,모몬 헤닐,da7d07e4132e4608de980f50f347ad5c,2827,671.6,322,606,912,124.2,267,33.3,4138.9,1.18,1.4641,12.47
C,선아린,5891784ca4e2320cfa25668f1f247579,518,690.8,590,607,825,137.7,114,33.3,4586.5,6.43,8.8542,29.21
C,냐류98,48d54fc26fecb87b2f6125a08f484322,4007,646.2,1171,612,418,294.2,55,32.7,9630.7,0.82,2.4035,59.45
C,치즈냥 ZuNyang,78f1fccfc5bcf0c27b525f57675ea5d2,1970,639.4,913,614,528,223.0,72,32.5,7253.4,1.65,3.6819,45.14
C,기 찬,6e976999fb675988d907b59cec1fe9fe,689,697.4,627,615,815,142.5,109,32.5,4630.3,4.72,6.7203,29.82
C,망시,be242dede50d12910ae8d382f55b0ff7,911,671.6,686,616,720,162.6,97,32.4,5274.3,3.56,5.7896,33.4
C,밀키 milki,6ff435514692971c23ce8923799097c9,3990,642.0,528,617,724,160.9,131,32.4,5214.0,0.81,1.3068,24.73
C,호 댕,30ab42ca28a98141173ab5f65636458c,1262,758.0,1152,618,701,167.6,56,32.3,5413.7,2.56,4.2898,57.68
C,권수페,a36acea87a1cf3d1132140786b1813ed,2416,908.2,1085,619,1109,101.6,60,32.3,3280.5,1.34,1.3578,53.83
C,솔솔퀸,57c46759986b55890b332f0a851c6f78,1856,613.8,219,620,805,145.6,404,32.3,4700.8,1.74,2.5328,8.0
C,멜삐,425366ceabbd175f051db2e87c3db139,2027,559.4,765,621,395,318.6,87,32.2,10257.7,1.59,5.0605,37.01
C,오렌 Oren,f199ce331a0e2869f1257ae70ea9241f,780,685.4,401,622,891,133.4,181,32.1,4281.9,4.12,5.4896,17.73
C,루 랑,2b643e1b0cb736763965e0830179a297,2211,715.0,629,623,850,137.4,108,32.1,4409.2,1.45,1.9942,29.72
C,미나ㅣMeeNa,b03f799de762c83b0d96ca392136ac24,937,521.6,598,624,381,334.5,113,32.1,10731.7,3.43,11.4533,28.41
C,후추,2d4aa2f79b0a397d032c479ef1b37a67,38767,507.6,390,625,449,272.0,187,32.1,8718.5,0.08,0.2249,17.17
C,김 달래,ab756bd312f988fa13e2d5c8744c91b0,1619,703.8,1021,627,622,191.6,64,31.9,6121.3,1.97,3.7809,49.84
C,겜나나,d4a790246202e97cfd90a193e17ebcb1,6913,568.8,738,628,425,293.3,91,31.9,9344.1,0.46,1.3517,35.05
C,쏘야지,096a2050c7a15d9899b67ac9a77b883b,1608,427.6,298,629,291,466.9,305,31.8,14863.1,1.98,9.2432,10.43
C,김뀰빵,c29e893346300b5e778320c11820ab42,2275,651.6,770,630,614,194.6,86,31.8,6194.7,1.4,2.7229,36.98
C,베 뉴,9a3ed215c3ac19a3f75159a674485921,1569,698.4,570,631,830,143.4,119,31.8,4564.0,2.03,2.9089,26.72
C,유히설,08be8a24e3faa50e86a4c7928df8a2f0,1722,587.8,659,632,508,238.6,100,31.8,7586.2,1.85,4.4055,31.8
C,다정현,270b1c629013679b7341b0e764c0fc0a,2733,583.6,590,633,531,227.0,114,31.7,7199.7,1.16,2.6344,27.81
C,하예솜,4695513000a3ec512bd0fed52fdc6e93,1864,633.4,1021,634,439,283.1,64,31.7,8968.9,1.7,4.8116,49.53
C,나다n가막,cde9b4c389b36d38c8b2693a95de7385,1103,705.0,889,635,683,175.4,74,31.6,5545.5,2.86,5.0277,42.7
C,슨아,3fefbab86746791039760a3ce516f1da,4676,729.6,738,637,818,146.9,91,31.5,4625.4,0.67,0.9892,34.62
C,치카게 사쿠야,19e50acc081bbbe156c836dde6becb65,3899,575.6,252,638,675,179.6,353,31.5,5653.4,0.81,1.45,8.92
C,그나로,f4c2ff0be58895c211652674f2f19ffa,2211,756.2,787,639,858,139.9,84,31.3,4376.3,1.42,1.9793,37.26
C,김오니,5117020045d403eed8f15c965223c491,5757,632.6,749,640,567,216.0,89,31.2,6732.9,0.54,1.1695,35.06
C,루태,4a1eb484a0e13d256944e9fe5d8b4f67,20323,557.0,457,642,522,238.1,156,31.1,7415.9,0.15,0.3649,19.94
C,리연 L,e1d7c110f8d2dd8e8752c97c9d9dc63b,4980,375.0,187,643,201,726.9,482,31.1,22628.4,0.62,4.5439,6.45
C,어츄,568c1f0a86448b075ac7ff597c407b88,1551,648.4,672,644,641,191.6,98,31.1,5963.3,2.01,3.8448,31.73
C,르케Leuke,319363f7de8e9533e9424c222561604c,647,678.0,1254,645,423,306.0,51,31.1,9521.1,4.81,14.7158,60.98
C,청둥찌덕,f53081b9a3ceaea1742f413a83258b38,1967,751.0,821,647,820,148.5,81,31.1,4613.0,1.58,2.3452,38.4
C,깨미는뚠뚠,b60167c1c2fe92479705996f385e7e2a,1085,689.6,770,648,691,176.8,86,31.0,5485.9,2.86,5.0561,36.05
C,준버드,74b996fd959c56cc5421d887b6d772ae,7490,834.6,1171,649,852,141.7,55,31.0,4389.9,0.41,0.5861,56.36
C,제철게,82d0d7494afb41193fc469e57e0df5df,1435,598.8,432,650,631,195.6,169,31.0,6058.6,2.16,4.222,18.34
C,쿠챠밍,348542b853d10d1c6a4a5163a9977b52,995,505.2,166,651,529,233.7,566,31.0,7236.7,3.12,7.2731,5.48
C,마카 MACA,f88e567b0914272ce7afcb427cff322b,1439,771.6,756,652,899,135.9,88,31.0,4208.0,2.15,2.9243,35.23
C,한도이 Doi,de8e83d0c236c3f4d47db5c6714428d6,1263,559.6,494,653,499,249.2,142,31.0,7714.0,2.45,6.1077,21.83
C,썸머에요,2b8f1ada8541a956154c6e0b313916c6,1569,600.4,388,654,653,189.8,188,30.9,5869.6,1.97,3.741,16.44
C,은왕,075118b6fd7f16a5703e85e86102fd68,2430,711.2,852,656,696,177.1,78,30.9,5473.1,1.27,2.2523,39.62
C,뜌 미,016e9a8b19018ef5c83246a0343fe32e,2155,843.2,694,657,1104,106.8,96,30.9,3299.2,1.43,1.531,32.19
C,숨끼,593ade4b57e4999a9051496db7d0f9ff,1856,595.4,749,660,454,282.6,89,30.7,8686.3,1.65,4.6801,34.49
C,싱압둘,14a414f8fee245c88ebc02de2ec2d2bf,2987,665.4,901,661,552,224.4,73,30.7,6892.7,1.03,2.3076,42.05
C,폰루루 ㅣ PON RuRu,051a3090c9566bdfd6af01cb1f463c16,3043,837.8,931,662,967,123.9,71,30.7,3799.3,1.01,1.2485,43.24
C,당근카렌,8e21a4713ba6372e6c5a98c3f7160824,11292,522.6,191,663,548,225.5,470,30.6,6900.0,0.27,0.6111,6.51
C,라코유달,31a0a1894d38f12111186e43c5f5fde8,8067,743.8,1001,664,695,179.5,65,30.5,5473.6,0.38,0.6785,46.92
C,재울게,920708a571b8b9d89e5956963662c08e,1819,710.6,967,667,626,200.4,67,30.4,6094.7,1.67,3.3506,45.37
C,덴 카시우스,518166cdeb0ac9bb7119a381be5df7f4,2256,635.2,864,668,488,259.9,77,30.4,7896.7,1.35,3.5003,39.48
C,재온 JAEON,5edfc4deea955ae0bf15b7ab4401c398,719,647.8,821,669,540,230.3,81,30.4,6996.1,4.23,9.7303,37.53
C,율무율무,7f6f495a3fb26181bf4b00316a607871,1818,707.0,507,670,844,146.8,138,30.4,4456.3,1.67,2.4512,22.03
C,우주 주,fa308a4adcf9d95dc35ede522a8a9aad,517,797.4,1211,671,717,176.5,53,30.2,5328.5,5.84,10.3066,56.98
C,빛나람 starnaram,40aaacd9eed9de2c511f23070f70c9d1,13148,682.4,852,672,608,210.3,78,30.1,6339.7,0.23,0.4822,38.59
C,권화련,d463ef5f5803dc8bf47036bcf8099e62,3435,660.0,1100,673,427,307.4,59,30.1,9266.5,0.88,2.6977,51.02
C,배토Baeto,65e49b4f2591867014403f2599f0b493,3032,755.6,852,675,788,159.2,78,30.1,4786.4,0.99,1.5786,38.59
C,카코이 유이,a29716533a107b033caf5f16c8d032cc,7423,674.2,395,676,812,154.6,184,30.1,4646.4,0.41,0.6259,16.36
C,귀털,3e058dcfbb022dfdaa1a9b7d9eefe45a,1220,741.8,1085,677,635,200.3,60,30.0,6018.4,2.46,4.9331,50.0
C,디아푸,50bc69419921ed333fee0a0c854076e5,442,786.4,646,678,965,127.0,103,30.0,3812.2,6.79,8.6249,29.13
C,예 잉,17b2791ab1d2e0cd8726870d9931243a,1829,738.2,901,679,716,177.7,73,30.0,5333.1,1.64,2.9159,41.1
B,송쿤,bbd2d3a7abc36bc1d71fab75c35fa0e7,1170,746.2,441,941,704,245.5,163,22.0,5395.8,1.88,4.6118,13.5
B,아춘향,2f6c390e61a3bd09cafde6e75ac784e1,1304,836.2,1021,943,637,273.9,64,21.9,6000.6,1.68,4.6017,34.22
B,스타으앙코,2d27c050d8db708af8b54c9d128d2278,2199,954.8,1282,946,800,215.5,50,21.9,4711.6,1.0,2.1426,43.8
B,고으리,e1c29ad471fff4e804345cb21181efd0,1056,783.2,470,947,776,222.4,151,21.8,4857.3,2.06,4.5997,14.44
B,롤랜드고릴라김수향,cbfa98548ac10dc499d489fe50f61dc3,1148,951.0,1395,954,726,240.6,46,21.7,5211.4,1.89,4.5395,47.17
B,흑지로,61acacd56ff16f2b5cd09aa8b9d5002d,2200,847.8,787,957,769,225.8,84,21.6,4885.9,0.98,2.2209,25.71
B,카논제이,0620b50934f58b684d7aa06a813ccb48,4053,800.8,646,960,719,244.6,103,21.6,5284.1,0.53,1.3038,20.97
B,별린,9e9495c138266c1ecc16616ec3c31a2c,1154,995.6,1282,965,883,201.1,50,21.4,4306.6,1.85,3.7319,42.8
B,젠야타 Zenyatta,4d92ba6a52eaf1c90f83e89ebc873228,753,815.0,821,967,660,273.1,81,21.3,5824.9,2.83,7.7356,26.3
B,휘운,5d7f8a961cecff7b7e071f71eaa93593,857,881.8,1171,969,650,277.3,55,21.2,5881.5,2.47,6.8629,38.55
B,쑤니12,e3b1c8a6af2882052ceda4b225a422c0,1401,1080.2,1555,973,950,184.1,41,21.2,3894.6,1.51,2.7799,51.71
B,펭구리월드,3d24cb2450ec17e17f79e964d32a23e3,636,1051.8,1423,976,942,186.4,45,21.1,3937.1,3.32,6.1904,46.89
B,붠버니,1d2d2fb344a7b181d610650072ab7c3e,906,956.2,1001,980,910,197.3,65,21.1,4153.2,2.33,4.5841,32.46
B,유토 STAVE,fc0357a91c252bb64fb3b3c8b0f95729,1168,1024.8,1372,981,895,201.8,47,21.0,4242.8,1.8,3.6325,44.68
B,흐융,4ae9592363b5817433142a807b172bb6,588,920.2,1171,993,722,253.1,55,20.7,5243.0,3.52,8.9167,37.64
B,현찌당,5dd33d192799b2292333c77eadca08ea,1662,767.0,351,997,745,248.4,239,20.7,5133.7,1.25,3.0889,8.66
B,잠만영,552b6fe655627fc014fccf800175791c,432,1051.8,1423,1002,916,200.2,45,20.6,4118.6,4.77,9.5338,45.78
B,물랑임,c45f38431306650d33361c601badd441,480,924.4,1254,1004,680,270.5,51,20.6,5560.0,4.29,11.5833,40.39
B,달은월,d8f9cfab91b27abb7b3f7f2c1a186e29,2057,983.6,1032,1009,934,194.6,63,20.5,3987.4,1.0,1.9385,32.54
B,선 행,627069f4be70477d068791adf73d8f69,759,951.8,1211,1013,761,243.9,53,20.4,4966.9,2.69,6.544,38.49
B,양거북,eb509a24d92170db1ba9bafb58696be0,585,989.8,1337,1014,792,233.4,48,20.4,4751.7,3.49,8.1226,42.5
B,나들희,ae62ca36d3ef9891f4c1e34c6e8b3ba9,1929,924.0,1118,1018,733,255.2,58,20.3,5184.9,1.05,2.6879,35.0
B,샤 나,f0be4ff62bf741a843ca6de9bb269504,4967,1029.6,1254,1025,922,202.1,51,20.1,4071.2,0.4,0.8196,39.41
B,후냐냐냥,a0c6cc73a1ad694f70deb952fa915321,1230,1048.0,1454,1026,867,217.0,44,20.1,4369.8,1.63,3.5527,45.68
B,화실 Hwashil,c0178e31be471fbbf2b7282a8c0d7f0c,751,1069.8,1511,1034,885,215.2,42,20.0,4303.2,2.66,5.73,47.62
B,아롱 ouo,83200deed0451059a56775faf689c27e,251,1073.2,1484,1035,906,209.3,43,20.0,4183.7,7.97,16.6681,46.51
B,백호범이,41a1ae4d44647340bd2be35d5ee434d2,739,1063.0,1337,1042,947,197.1,48,19.8,3908.2,2.68,5.2885,41.25
B,츄대장,24f1392c90a660b819995d9b97492958,1055,870.6,415,1043,926,203.5,175,19.8,4034.4,1.88,3.8241,11.31
B,김초나,d583388dc780e7867d0e8d712cea5e8b,1011,914.2,913,1044,785,243.6,72,19.8,4814.2,1.96,4.7618,27.5
B,양 치기,41bb3c0d8601b085337900ef18f4f695,1294,829.6,364,1045,847,224.6,227,19.8,4436.8,1.53,3.4287,8.72
B,이프이프 ifif,4152d4882dee686b05288769bbdb6769,357,1088.2,1511,1051,914,210.2,42,19.6,4123.9,5.49,11.5515,46.67
B,페피노,8bca5c02ddc6c5a8ae9d0867a9ed8c50,882,907.2,672,1056,876,221.4,98,19.6,4329.0,2.22,4.9082,20.0
B,체리아씨,95e771a3e1538cbf48fa34fb4beb203d,3471,1073.0,1395,1060,925,207.0,46,19.5,4040.1,0.56,1.164,42.39
B,순결한 젤리쨩,ce932a15aba8c9704355eb3422702ab9,1637,1094.2,1555,1069,889,221.1,41,19.4,4292.1,1.19,2.6219,47.32
B,아 송,52a6444eb010054c147b8f8ca37fec64,617,1019.6,1152,1073,900,217.7,56,19.3,4203.1,3.13,6.8122,34.46
B,옆집사는헤이헤이,ad56369d215c12693a57f2e258452076,541,1013.6,1282,1076,817,240.3,50,19.3,4626.5,3.57,8.5518,38.6
B,햄루나,6e0cf11c9837f580d79f1c247d0166c9,825,917.2,770,1089,819,244.0,86,18.9,4617.7,2.29,5.5972,21.98
B,단앙쥐,5a5956351a81b8f52fdc1bb3fa9aaf5d,1200,1115.4,1823,1094,783,255.5,35,18.9,4828.9,1.57,4.0241,54.0
B,서 안,3fa2a9006e38ec012535bf50efb217b0,452,1110.2,1423,1107,957,205.8,45,18.7,3851.3,4.14,8.5206,41.56
B,오댜댜,11ac97ff4ba6f995d8cc8e9eaa3fe413,3210,1219.0,1773,1111,1050,185.8,36,18.7,3468.3,0.58,1.0805,51.94
B,휴아,0705cccb17685517b84c631b070d6bee,2144,971.6,986,1113,823,246.1,66,18.7,4590.4,0.87,2.141,28.33
B,쉐 린,a0ace7a38f3f4e7a4fe85ea2c1c5a8dc,629,1042.8,986,1126,988,202.0,66,18.5,3741.5,2.94,5.9483,28.03
B,슬 둥,6f18fa745371797c2c74351d863ae6f7,1647,1075.0,1555,1128,782,261.2,41,18.5,4830.4,1.12,2.9328,45.12
B,서사유,36456402c5de56290706cab427698f85,526,1123.8,1395,1130,982,203.5,46,18.5,3757.3,3.52,7.1432,40.22
B,유니코 YUNICO,c96c49c253eb4122842679c2a3b9ebc6,1523,1036.4,770,1131,1075,185.0,86,18.5,3414.6,1.21,2.242,21.51
B,참똥,21e59fe5c4cdc0211dda82c2b11d0553,377,1105.4,1713,1132,775,263.3,37,18.5,4859.5,4.91,12.8899,50.0
B,뀨 미 호,efdab1b9a95b483eb66472bf79603006,921,1037.6,1032,1134,944,213.5,63,18.4,3927.8,2.0,4.2647,29.21
B,쑥쑥바질,3d74925cb9c9b0db1fd213da16db6289,957,1151.4,1511,1137,986,203.8,42,18.4,3743.6,1.92,3.9118,43.81
B,서여은,d288cb4e5f9bc93986b7afdb00aae46c,2481,1115.0,1423,1139,937,216.1,45,18.3,3963.8,0.74,1.5977,40.67
B,라블베리,beae152e925e1b47c9934721733d9b1e,790,1214.0,1866,1144,958,210.0,34,18.3,3844.2,2.32,4.8661,53.82
B,두부조앙,50f649cf08f289626bc40c6deb72a58a,4270,972.0,940,1147,813,253.8,70,18.3,4640.3,0.43,1.0867,26.14
B,장유이,37f098f35c0327d1873f84a489356e03,1688,1240.6,1713,1149,1096,181.5,37,18.3,3316.4,1.08,1.9647,49.46
B,로미미,fefedccfe6a4803803a1f1c71ffdbc65,1093,1012.6,913,1152,923,223.0,72,18.2,4060.2,1.67,3.7147,25.28
B,담백컨,bc56405400dbae2b1c9072f122c00d1a,1124,1035.2,1032,1154,918,227.0,63,18.1,4110.4,1.61,3.6569,28.73
B,구비바,269edc95873a1ec9fc534851c0783d1f,728,1023.0,967,1159,915,229.2,67,18.0,4120.2,2.47,5.6596,26.87
B,실키아,f9f5fda096ff44d36127036cd18b0db2,1559,1104.6,949,1163,1124,181.8,69,17.9,3251.3,1.15,2.0855,25.94
B,바박수,3d0a92839e13cdb6c87e6a1b8234200c,2247,1244.2,1635,1165,1128,181.3,39,17.8,3235.4,0.79,1.4399,45.64
B,고보미,5cd51d3c832c0fd8b133d1e6ae08349c,1565,1095.8,1001,1175,1064,193.6,65,17.7,3434.1,1.13,2.1943,27.23
B,레 보,40d277bcb13fc704ed7142cc974defb8,1814,1165.4,1231,1176,1122,183.7,52,17.7,3255.6,0.98,1.7947,34.04
B,강해온,e24d8a6e6f04c4f113f50f38028405c7,3547,1087.2,986,1177,1048,196.2,66,17.7,3475.3,0.5,0.9798,26.82
B,벨라레타,2c544d88a7bde49eca78a1bd1756e1cc,710,1062.2,1131,1179,911,234.7,57,17.7,4146.6,2.49,5.8403,31.05
B,김도프,9558bef30ab3ab17374d2ddc99c04ef9,1052,1211.8,1635,1184,1028,202.6,39,17.6,3570.0,1.67,3.3935,45.13
B,아로니아 스우 HAVEN,d81bf028fb03ae5998831b60c5bc9fd1,577,1148.4,1254,1188,1056,196.9,51,17.5,3454.5,3.03,5.987,34.31
B,우덩,4cc2031a4597b6dd2d75c13fd375e433,650,1128.8,1454,1190,905,238.8,44,17.5,4184.4,2.69,6.4375,39.77
B,히스이 렌야 HAVEN,937dbaf38df21d2b2be9359493ce4774,815,1149.6,1282,1194,1039,201.3,50,17.5,3514.6,2.15,4.3124,35.0
B,모아루루루,c6b31548a6b82ce27273d691802ff7cd,527,1061.8,1131,1202,887,248.0,57,17.3,4300.7,3.28,8.1607,30.35
B,으닝이,cfe8affb2d6f47e3014bad20c57a4779,1127,1148.8,1484,1206,924,235.1,43,17.3,4056.8,1.54,3.5996,40.23
B,이웃집펭긴,c1fff7c09364995853a887468cace330,672,862.6,279,1209,808,271.6,319,17.2,4672.3,2.56,6.9528,5.39
B,청유라,4228105c1b603ffe19bb84ac362b88b4,845,1211.4,1635,1210,1001,214.3,39,17.2,3683.6,2.04,4.3593,44.1
B,린세 이데,f9c5767197acf2b93313d2f57d432a8d,1141,1198.6,1555,1215,1004,214.6,41,17.1,3670.8,1.5,3.2172,41.71
B,채사란,ad2d7b6eca7475f00ce48d70c4db42c4,233,1257.4,1555,1223,1143,187.3,41,17.0,3192.9,7.3,13.7034,41.46
B,효굴효굴,451758d2f5fdf831c7650d717e379560,1072,984.8,686,1226,893,249.5,97,17.0,4246.1,1.59,3.9609,17.53
B,01142,cec29effc1b43d4f9040ff860f4289a5,719,1177.0,1231,1228,1099,194.8,52,17.0,3311.4,2.36,4.6056,32.69
B,시춘,10262937dbcaa8be1dbfb56e4ee065af,367,1151.0,1601,1229,848,260.9,40,17.0,4431.4,4.63,12.0747,42.5
B,루 엘리야,8c627607e27d65bd775fb28ce540f378,882,1096.0,1048,1233,983,221.4,62,17.0,3754.4,1.93,4.2567,27.42
B,엠쓔,b0ad4b78805f7eb11ac7a9fe0b686242,1803,1112.8,1282,1238,903,248.0,50,16.9,4194.3,0.94,2.3263,33.8
B,모꾸리,285d198535841d4f85ad8e69c6c75060,1178,1295.8,1965,1240,1017,214.0,32,16.9,3609.1,1.43,3.0638,52.81
B,이비핑,3bd0ebe04d173a7f5abfabbe793c1fbf,1428,1060.6,1085,1246,863,260.6,60,16.8,4373.6,1.18,3.0627,28.0
B,생이 saeng e,9a1c3da3ada3e13e2fbad6da69225334,1712,1114.8,1152,1257,954,232.1,56,16.7,3867.8,0.98,2.2592,29.82
B,렛 삐,3e29f8b51cdd0f7566d3840e1a1a4f8e,778,1161.0,1555,1260,865,263.8,41,16.6,4371.4,2.13,5.6188,40.49
B,김 아루,e5d7445c3fc6bbd1b412eb7db131d747,729,1223.0,1713,1265,936,240.8,37,16.5,3971.2,2.26,5.4475,44.59
B,고로께,3c3fed0f28a0e80d5e91829ab9e22037,1760,1078.6,931,1268,963,231.9,71,16.5,3821.8,0.94,2.1715,23.24
B,도해니,52329a7e5fcdc24382aafde3c15dbf8c,897,1046.4,720,1276,980,228.9,93,16.4,3759.9,1.83,4.1916,17.63
B,김덕복,950d3a146bc83a8d978df75f5f76ca20,602,1141.2,1454,1283,843,273.1,44,16.3,4459.6,2.71,7.408,37.05
B,앞투원,14d38d8fe34cd5f4d253214e3c62e7d9,745,1269.8,1395,1284,1193,183.4,46,16.3,2993.3,2.19,4.0179,35.43
B,자빈123,df0e20ff2e2b966a2e4032054741c2e4,2110,1006.8,756,1285,854,269.0,88,16.3,4387.7,0.77,2.0795,18.52
B,청백월,70d4c17a7420222f5a249b9e943e2ea8,1012,1345.2,2140,1290,1003,227.0,29,16.2,3679.7,1.6,3.6361,55.86
B,별 나래,a8b57b9ee1309ccb1eb1f3a984a0aac9,902,1111.4,729,1291,1123,200.9,92,16.2,3252.2,1.8,3.6055,17.61
B,진다람,aa26e59c91a22bd430ec1d5d6d965dac,1188,1359.6,1918,1292,1148,195.8,33,16.2,3169.6,1.36,2.668,49.09
B,야몽1,0687ff5a3bbaad574fbaa92e5abd1025,704,1286.8,1866,1299,985,232.8,34,16.1,3752.9,2.29,5.3308,47.35
B,소브루,7833604b4b64368ffd42eb15eb95c1ff,535,1011.0,729,1303,860,271.9,92,16.1,4374.5,3.01,8.1766,17.5
B,강감자,f964cca49eac931fcac2a5be7c1b349f,1360,1412.4,2016,1305,1218,182.7,31,16.1,2937.8,1.18,2.1601,51.94
B,헤냥,edca046a9e1e8fa80bc35b7fb8855b0b,1590,1180.0,1254,1315,1008,227.4,51,16.0,3627.8,1.01,2.2816,31.37
B,킹코도,08d50d8b580de6b3c53e93224765a706,1940,1257.0,1395,1318,1127,203.6,46,15.9,3238.1,0.82,1.6691,34.57
B,엘몽,a86f1bab2b5f0f802c456deee0f2b547,1014,1201.2,1100,1319,1134,202.6,59,15.9,3220.6,1.57,3.1761,26.95
B,유앵화,97be9cdfb3dcd0c98219dfcbffb4baab,1026,1320.4,1918,1332,1010,229.9,33,15.8,3625.8,1.54,3.5339,47.88
B,레피돌,c4a867051fca980c13961bb6d88b1b2d,2025,1115.2,784,1337,1059,219.2,85,15.7,3446.6,0.78,1.702,18.47
B,포뭉S2,001fa0b0a6b869d0c1912d2715d14d08,392,1295.4,1555,1342,1119,208.3,41,15.7,3262.9,4.01,8.3237,38.29
B,하모시달,7867d6ae0b65fd2db0158d030d320404,770,1216.6,1313,1348,1037,226.4,49,15.5,3517.0,2.01,4.5675,31.63
B,냐땅이,2f050f29c9924122356ac91765f17e56,2010,1087.2,464,1353,1133,208.6,154,15.4,3221.1,0.77,1.6025,10.0
B,사사에,7340387668327f7da29f0b7308fa76f6,536,1312.6,1511,1358,1168,201.9,42,15.3,3095.7,2.85,5.7756,36.43
B,해도밍,97258346ef627c2a78cca93fab886cd3,861,1134.8,1066,1361,943,256.7,61,15.3,3929.3,1.78,4.5636,25.08
B,꽃이피,8d3db5769db2ad8d570eeaadece62a23,693,1169.8,889,1370,1110,215.4,74,15.2,3280.2,2.19,4.7333,20.54
B,정따따,259537727ab7dc413929428fe4b66c88,928,1460.4,2076,1384,1229,193.0,30,15.1,2907.1,1.63,3.1327,50.33
