channelId,follower
9f7467f5f3dfa4ea3dcef2962187d6a2,6152
dd0c8399708b2a4f183ecca14e7175c1,12161
aa6e91dc838cdf50996ffdb86f5854be,5390
a035fc7c8bdd74d644aa134c38619513,2214
6090bbd23b8dab8ffd1844ba71219104,2451
9858262504d05971ee57b44f708ab57e,1815
90052ce3203b1a6edfddbaf88b759e66,13688
74e041007660d7195b1d784839716cb8,2338
93e2d40bc923bbd76fe36ca49eb5ab08,1248
6fb7f73dcb20077d77e6e053d0362228,5354
91caa53fc6cf5ee3cdbc802bd23bf155,4152
5c92903d370e18878dd4f38bbddc929c,11083
5786141997728cc2fcd660a15ef5f3af,4840
f61107c04a4ae129873da5a5a25e2527,3655
992d8915427e9f8fe7feb08742f95f1e,7763
2dccdac2998bce6a95ab428179e9db48,5891
b361878b4700f18112f833bc5090fb73,3570
117a2373a4908717ddba745d6391978d,5637
9d749360ce1c6c4bc0d59f0e6237e065,5381
00b3e3351b84827c73d78caba23fa238,6286
3553849193a26f157ba0b83d6ea1857d,3866
76ec1d49712f829dc5f1e485127a08fd,3869
acbd664b89beaa522b1c65d1625e7340,2613
374eb60afe2276c834bb0a8005a1e390,4654
354a21d5de27d11b47be0ec8008a89ce,1148
c84df61388f2c2bb8afac273bfd4d90b,2123
7a54f99072535a6976b2a43cf5a4d26a,3560
69de50280ca6e99d48eff5f1d383fce6,2882
105c19a2df33594abc805087f483eb1f,5451
76f35e115d44da8d23d4369ee606dbaf,3693
2caa0a02ae68cd012c2a89e0191403c7,2967
c02efcf40df6fcdc0c0a7f611a0937fb,571
af51552244c8bdc6d3a8202303554377,1645
fc62be23517b28eb8c554370aa1eca56,3880
d56bc5b907556633e6499b3e3f5a2b08,3240
be242dede50d12910ae8d382f55b0ff7,911
d4a790246202e97cfd90a193e17ebcb1,6913
08be8a24e3faa50e86a4c7928df8a2f0,1722
5117020045d403eed8f15c965223c491,5757
74b996fd959c56cc5421d887b6d772ae,7490
65e49b4f2591867014403f2599f0b493,3032
