source_collection_sha256,field,present,absent
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,broadcast_rows,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,channels_with_history,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,history_rows_per_channel_max,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,history_rows_per_channel_min,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,metrics_missing_follower_count,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,metrics_rows,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,missing_required_history_rows,0,0
5b7239c0dc0137b40770b72856d74c2635ff68a6a3a5b163d4d6177a864b9fa1,target_count,0,0
