aggregation_window_end,aggregation_window_start,avg_viewers,boundary_signal,category_basis,channel_id,channel_name,channel_url,cohort_cell_id,cohort_type,collected_at,disclosure_tag,exclude_reason,follower_count,is_corporate,is_esports_team,is_tournament,is_virtual,missing_reason,parse_status,peak_viewers,platform,primary_category,raw_record_path,request_url,response_hash,row_text_sample,run_id,source_name,source_rank,source_url,total_stream_hours,viewership
,,5228,,SOFTC.ONE category page filtered type=naverchzzk,0dad8baf12a436f722faa8e5001c5011,따효니,https://viewership.softc.one/channel/naverchzzk/0dad8baf12a436f722faa8e5001c5011,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,9089,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,26185f7e60d1dfdd91ba961e7bf2013f1be0841504e1c4449436ef101fd4a804,"11 따효니 17/10/14 13 p 24.9 h 9,089 5,228 130,168",kimdalsu_recollect_20260616_01,SOFTC.ONE,11,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,24.9,130168
,,4203,,SOFTC.ONE category page filtered type=naverchzzk,c7ded8ea6b0605d3c78e18650d2df83b,괴물쥐,https://viewership.softc.one/channel/naverchzzk/c7ded8ea6b0605d3c78e18650d2df83b,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,9151,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,234d86db90fec12c488dabd2557ebd3a2433e41c1d1974563a2bf0e43d1a62ca,"12 괴물쥐 16/12/15 14 p 29.7 h 9,151 4,203 124,835",kimdalsu_recollect_20260616_01,SOFTC.ONE,12,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,29.7,124835
,,15503,,SOFTC.ONE category page filtered type=naverchzzk,22bd842599735ae19e454983280f611e,ENCHANT,https://viewership.softc.one/channel/naverchzzk/22bd842599735ae19e454983280f611e,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,23322,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,e4c1f0987e1156b01dbd2fa7aa17bc0f7e9dd9043e227eb7c75c184530105d15,"13 ENCHANT 6/4/31 15.2 p 2.7 h 23,322 15,503 41,859",kimdalsu_recollect_20260616_01,SOFTC.ONE,13,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,2.7,41859
,,7641,,SOFTC.ONE category page filtered type=naverchzzk,7c802d1b0c9c2872952fe1b8ba4268bd,HLE Gumayusi,https://viewership.softc.one/channel/naverchzzk/7c802d1b0c9c2872952fe1b8ba4268bd,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,10682,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,3276a15ad619e34085ddb04f5c639c8b3aeeca2959e1cf39eade2cd5e5a8811c,"14 HLE Gumayusi 11/8/25 15.4 p 7.7 h 10,682 7,641 58,837",kimdalsu_recollect_20260616_01,SOFTC.ONE,14,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,7.7,58837
,,3173,,SOFTC.ONE category page filtered type=naverchzzk,458f6ec20b034f49e0fc6d03921646d2,서새봄냥 SEBOM,https://viewership.softc.one/channel/naverchzzk/458f6ec20b034f49e0fc6d03921646d2,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,9266,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,86dfee382023fab3d125e22b288d883f92fc1cd48650d5a8ff50e951066237bb,"15 서새봄냥 SEBOM 15/20/13 16.2 p 42.4 h 9,266 3,173 134,527",kimdalsu_recollect_20260616_01,SOFTC.ONE,15,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,42.4,134527
,,3171,,SOFTC.ONE category page filtered type=naverchzzk,1ad5aa0f6c6741b072528fad5e5e76b1,윤가놈,https://viewership.softc.one/channel/naverchzzk/1ad5aa0f6c6741b072528fad5e5e76b1,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,13204,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,75981297b0355be720747c49729d222aa4a6beec7330b5694f29178b8f235926,"16 윤가놈 9/21/21 18.6 p 26.4 h 13,204 3,171 83,726",kimdalsu_recollect_20260616_01,SOFTC.ONE,16,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,26.4,83726
,,6452,,SOFTC.ONE category page filtered type=naverchzzk,7ce8032370ac5121dcabce7bad375ced,풍월량,https://viewership.softc.one/channel/naverchzzk/7ce8032370ac5121dcabce7bad375ced,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,8206,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,b1dadda9b03826ba60ebc0987b777726e6f6b974f1b9df93423d0e2470871c99,"17 풍월량 19/9/30 19.4 p 6.8 h 8,206 6,452 43,873",kimdalsu_recollect_20260616_01,SOFTC.ONE,17,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,6.8,43873
,,2415,,SOFTC.ONE category page filtered type=naverchzzk,ec3bccee6339d33ba3e2928dd600c4fd,MaRin마린,https://viewership.softc.one/channel/naverchzzk/ec3bccee6339d33ba3e2928dd600c4fd,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,7148,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,3d95f9697a1a87916910e657f503fe1e8ed9f95f771f444ec473becb1d685685,"18 MaRin마린 20/29/10 19.6 p 72.9 h 7,148 2,415 176,035",kimdalsu_recollect_20260616_01,SOFTC.ONE,18,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,72.9,176035
,,2660,,SOFTC.ONE category page filtered type=naverchzzk,8a59b34b46271960c1bf172bb0fac758,앰비션,https://viewership.softc.one/channel/naverchzzk/8a59b34b46271960c1bf172bb0fac758,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,5110,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,015adfccf8608d9214e27f542f1c8bf5110a58423f33bc25ec2adff46fba72b4,"19 앰비션 25/25/12 19.8 p 57.5 h 5,110 2,660 152,940",kimdalsu_recollect_20260616_01,SOFTC.ONE,19,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,57.5,152940
,,2578,,SOFTC.ONE category page filtered type=naverchzzk,8803cee946a9e610a76fbdee98d98c61,룩삼,https://viewership.softc.one/channel/naverchzzk/8803cee946a9e610a76fbdee98d98c61,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,9620,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,d22c869bbbaf8fd13966ecdfe06340245097986df5a911eed656f7a1b7d25a43,"20 룩삼 13/27/20 21.4 p 35.9 h 9,620 2,578 92,535",kimdalsu_recollect_20260616_01,SOFTC.ONE,20,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,35.9,92535
,,2193,,SOFTC.ONE category page filtered type=naverchzzk,8b3e8e3a13201cff0836c69cfab62f45,플레임,https://viewership.softc.one/channel/naverchzzk/8b3e8e3a13201cff0836c69cfab62f45,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,8537,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,f351ddc0e356d9ad4107a431bc403984bbbcf1b7c3d05f7923f44d8370a0c468,"21 플레임 18/30/19 23.2 p 42.3 h 8,537 2,193 92,761",kimdalsu_recollect_20260616_01,SOFTC.ONE,21,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,42.3,92761
,,2118,,SOFTC.ONE category page filtered type=naverchzzk,a0e26a105c3b5ac212d5e0ca40c5c747,캬하하 이석현,https://viewership.softc.one/channel/naverchzzk/a0e26a105c3b5ac212d5e0ca40c5c747,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,4935,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,6ed7d84f79d818ed8a3ad6068882e1e0b7ec27c709cde3808cb2490d813e6d93,"22 캬하하 이석현 27/31/16 24.2 p 49 h 4,935 2,118 103,793",kimdalsu_recollect_20260616_01,SOFTC.ONE,22,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,49.0,103793
,,1892,,SOFTC.ONE category page filtered type=naverchzzk,034449b176b163a705b9c0e81f7a51c2,인간젤리,https://viewership.softc.one/channel/naverchzzk/034449b176b163a705b9c0e81f7a51c2,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,4954,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,350fac4b8932084ccf4d66da456dbf4f92d56b7c4035752d1e249a39750d400b,"23 인간젤리 26/33/18 25.6 p 51.6 h 4,954 1,892 97,604",kimdalsu_recollect_20260616_01,SOFTC.ONE,23,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,51.6,97604
,,2708,,SOFTC.ONE category page filtered type=naverchzzk,1c231568d0b13de5703b3f6a5e86dc47,삼식,https://viewership.softc.one/channel/naverchzzk/1c231568d0b13de5703b3f6a5e86dc47,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,6662,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,e818b2f346976f6f29d3a1312c5d5d76036bdfaf7e6bbd1e7796f7df5127698e,"24 삼식 21/24/34 27.4 p 13.3 h 6,662 2,708 36,022",kimdalsu_recollect_20260616_01,SOFTC.ONE,24,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,13.3,36022
,,1743,,SOFTC.ONE category page filtered type=naverchzzk,fc00d47a77ed2d1156cd5997eba30310,소우릎,https://viewership.softc.one/channel/naverchzzk/fc00d47a77ed2d1156cd5997eba30310,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,3644,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,badd35301f2053c5c4ff9abc072403efef31babc5b29b88cf8b545fc969da727,"25 소우릎 32/37/17 28 p 59.2 h 3,644 1,743 103,173",kimdalsu_recollect_20260616_01,SOFTC.ONE,25,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,59.2,103173
,,3595,,SOFTC.ONE category page filtered type=naverchzzk,42597020c1a79fb151bd9b9beaa9779b,파카,https://viewership.softc.one/channel/naverchzzk/42597020c1a79fb151bd9b9beaa9779b,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,4924,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,e4d2febfce4613e134fc394c1b2264ce0bdab54eef0315904c71860fa6396392,"26 파카 28/16/44 29.6 p 5.6 h 4,924 3,595 20,132",kimdalsu_recollect_20260616_01,SOFTC.ONE,26,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,5.6,20132
,,3454,,SOFTC.ONE category page filtered type=naverchzzk,c100f81959d1c17044be0541eed56f5b,피닉스박,https://viewership.softc.one/channel/naverchzzk/c100f81959d1c17044be0541eed56f5b,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,5585,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,05aa2415982f6beee10ffa394427b5ca59d342021393668c0f5b843ba0e2eccd,"27 피닉스박 24/18/46 30.4 p 4.6 h 5,585 3,454 15,890",kimdalsu_recollect_20260616_01,SOFTC.ONE,27,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,4.6,15890
,,3938,,SOFTC.ONE category page filtered type=naverchzzk,4325b1d5bbc321fad3042306646e2e50,아카네 리제,https://viewership.softc.one/channel/naverchzzk/4325b1d5bbc321fad3042306646e2e50,,main_cohort_population_candidate,2026-06-16T21:13:52+09:00,red,,,,,,,,ok,5934,chzzk,리그 오브 레전드,40_arthur_collect/softcon_chzzk_lol_population_monthly/combined.json,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,0afe6c428d448c4507309b9e96128ad8bfc86fc6c6e381078b561836d63b3c2c,"28 아카네 리제 23/14/54 31.8 p 2 h 5,934 3,938 7,876",kimdalsu_recollect_20260616_01,SOFTC.ONE,28,https://viewership.softc.one/category/%EB%A6%AC%EA%B7%B8%20%EC%98%A4%EB%B8%8C%20%EB%A0%88%EC%A0%84%EB%93%9C/softconeranking,2.0,7876
