source_collection_sha256,absence_source,count
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,arthur_collection_failed,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,charles_not_found,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,target_absent,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,undetermined,0
