source_collection_sha256,field,present,absent
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,broadcast_rows,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,channels_with_history,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,history_rows_per_channel_max,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,history_rows_per_channel_min,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,metrics_missing_follower_count,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,metrics_rows,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,missing_required_history_rows,0,0
2c0984f0836aa40803d5384996fdecd5da7edbac6632a23d0ec4eeb9a864c745,target_count,0,0
